,nm_class,samples,NiSi,SNV,indel,SVMEI,Normal,fold
279,CNS-GBM,eab71331-53d3-4cf5-96c9-5121a3962c27.csv,6813,20,428,128,0,9
280,CNS-GBM,ece0f3a4-a204-4c52-bb1f-88d44a875b2e.csv,11281,44,538,236,0,10
282,CNS-GBM,fca08ee9-b480-4dc7-be56-f1eb03b56f7c.csv,4957,16,435,588,0,2
283,CNS-Medullo,031962d6-fc7d-4c6c-9d47-ffa45997b249.csv,653,5,42,4,0,3
284,CNS-Medullo,03b5268e-881e-49e7-824f-170c3fc8b11b.csv,1729,0,213,324,1,4
285,CNS-Medullo,04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.csv,1349,0,133,24,0,5
286,CNS-Medullo,0609b182-0396-4755-b463-10f949c5b8bb.csv,1436,2,227,236,1,6
287,CNS-Medullo,0624eb1d-3aff-4037-a3c5-fc363a9edd02.csv,1119,6,115,20,0,7
288,CNS-Medullo,0ba8f2e2-935a-4123-86aa-6e7f5de85bf4.csv,2850,14,201,40,0,8
289,CNS-Medullo,0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0.csv,2484,19,226,144,0,9
290,CNS-Medullo,0e1e628b-823a-4861-aa95-bed2fada7349.csv,1495,2,307,0,5,10
292,CNS-Medullo,12d7121a-0345-4808-a819-09d6e3227bd5.csv,2260,6,140,0,0,2
293,CNS-Medullo,13446fc4-9fa6-4bb3-a00a-b9265b41eb12.csv,571,1,72,4,0,3
294,CNS-Medullo,13c7065e-6780-4571-978e-a7c13078ff50.csv,706,4,65,36,0,4
295,CNS-Medullo,147e3496-514e-4da7-be42-7cd9be78ed04.csv,938,10,148,89,0,5
296,CNS-Medullo,14f41457-25c3-4979-8515-4f33322039a5.csv,1151,4,47,0,0,6
297,CNS-Medullo,18f9240e-7acd-41eb-a154-c2a67a1cbe9b.csv,503,4,51,20,0,7
298,CNS-Medullo,19aa8223-ee84-4b5c-b11a-6ca2a2680b3c.csv,443,2,63,56,0,8
299,CNS-Medullo,19b6b9d6-6912-4b85-a4bf-52014bcb170b.csv,1603,12,283,68,0,9
300,CNS-Medullo,1bd74f92-47f6-427e-af6f-299c3a7fe023.csv,1112,7,89,57,0,10
302,CNS-Medullo,1f8d8720-30ca-4057-90f7-a34b8383eafe.csv,1303,12,87,8,2,2
303,CNS-Medullo,2009e5e7-1796-445b-8677-46b3804fe0bf.csv,769,6,64,28,0,3
304,CNS-Medullo,209a9b10-7129-48fe-a899-d14ba17efe6f.csv,1428,6,59,28,0,4
305,CNS-Medullo,2321c412-7730-4694-bc8f-199d7e51a7f8.csv,605,4,57,20,0,5
306,CNS-Medullo,27847313-3b1e-47f2-84f1-acadaf265cf3.csv,1755,18,112,88,0,6
307,CNS-Medullo,2abe2e53-ad9b-4fbc-b9a7-93444f1bea87.csv,3063,23,510,16,0,7
308,CNS-Medullo,30376989-7edb-4863-9496-1789eccef8c4.csv,838,0,112,44,0,8
309,CNS-Medullo,3166f1ae-678d-42ae-9d44-d3d25d6860c7.csv,717,4,103,48,0,9
310,CNS-Medullo,324adcfa-3fba-45b9-99f0-9d41c0c54d79.csv,118,0,13,0,0,10
312,CNS-Medullo,34b0c838-bf6c-4d0f-8cd2-d2928adbb539.csv,1049,9,187,88,0,2
313,CNS-Medullo,35b951c0-edb0-47c4-9076-ede346ea7cb1.csv,1941,5,282,16,1,3
314,CNS-Medullo,37c913e6-9ce5-4338-8849-b5bf7862d36a.csv,770,2,84,4,0,4
315,CNS-Medullo,391a949d-217a-472c-a6d4-80e548039684.csv,970,0,69,392,0,5
316,CNS-Medullo,3b399659-8302-428a-9c97-1e7b455c9c2f.csv,308,0,63,108,0,6
317,CNS-Medullo,3e1180a5-149c-4e6c-9a29-696e3ba567e3.csv,2655,14,370,4,0,7
318,CNS-Medullo,3f3aff50-d71b-44af-85d4-f81e813ea420.csv,1124,4,115,4,0,8
319,CNS-Medullo,436af904-65b2-4196-ad8c-a4e98081ee41.csv,433,0,107,48,0,9
320,CNS-Medullo,45614404-2149-4468-848c-0796e3757d62.csv,337,2,48,16,0,10
322,CNS-Medullo,492694a7-bb41-4128-a909-c424e7fc0c9e.csv,928,6,233,8,0,2
323,CNS-Medullo,49fa7e44-c86f-4b1f-8849-e5fe5b9de734.csv,5132,91,748,364,3,3
324,CNS-Medullo,4a698352-25e6-4137-bef8-b6520d5b1b95.csv,1289,4,50,56,0,4
325,CNS-Medullo,4c3f733d-5fd5-4f67-af5f-8c36c5b37be2.csv,537,4,44,4,0,5
326,CNS-Medullo,4d121008-0987-4142-a2b8-7dac58f3110a.csv,604,2,53,28,0,6
327,CNS-Medullo,4d690424-b015-46ae-885d-aa6d9031f66f.csv,1143,2,149,8,0,7
328,CNS-Medullo,4d6bb438-86f0-4414-962f-2b1cebee4524.csv,596,2,57,48,1,8
329,CNS-Medullo,4daa2708-d0db-40fe-a07a-763f003adcae.csv,735,6,54,16,0,9
330,CNS-Medullo,4e361622-f9a8-4e9b-a89e-19bafebe1d6a.csv,1507,8,52,4,0,10
332,CNS-Medullo,518d6c1b-8234-40be-9560-6d383d5866fa.csv,1551,6,82,232,0,2
333,CNS-Medullo,51dd1a39-7349-442c-b7e1-7850fb800569.csv,292,0,33,24,0,3
334,CNS-Medullo,55c75a2a-f3d2-4469-9d23-604cf539d548.csv,2317,18,132,4,0,4
335,CNS-Medullo,571ce258-b453-4cac-b05e-05755791be84.csv,1686,2,106,20,0,5
336,CNS-Medullo,573ee34b-43a7-40d8-95ee-0ced4b46a7c8.csv,1140,2,133,20,0,6
337,CNS-Medullo,589daa3f-0b76-4c9c-b494-048955e36052.csv,1548,8,210,240,0,7
338,CNS-Medullo,59bfcb53-91c1-4dce-856a-f4afc8fa6224.csv,1242,2,115,0,0,8
339,CNS-Medullo,5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.csv,2732,2,287,120,0,9
340,CNS-Medullo,5ab6a1d3-76f8-45d4-a430-d9831daa9ec4.csv,4051,30,198,56,0,10
342,CNS-Medullo,5c775f90-83d4-4c1e-88c2-4e1ed1daa96f.csv,656,2,38,20,0,2
343,CNS-Medullo,5cbd429f-ffab-41ad-8016-422f1c922e99.csv,3323,4,362,36,1,3
344,CNS-Medullo,5f00a760-fbc0-41f0-b92b-b3c553eac0e5.csv,2601,30,258,244,2,4
345,CNS-Medullo,5f096d7b-a1ea-4cc2-af73-10108089ae84.csv,1032,2,131,112,0,5
346,CNS-Medullo,5fa88c3a-dbc1-43f2-82b2-e0592f35ce57.csv,2675,43,552,24,0,6
347,CNS-Medullo,637208b2-d8b6-45a3-a389-6f34db18fea4.csv,1748,6,202,24,0,7
348,CNS-Medullo,6551ec26-4166-4d4f-bee2-444ea2466978.csv,1109,6,85,116,0,8
349,CNS-Medullo,68956108-2606-4696-b038-462b6c432398.csv,786,2,90,4,0,9
350,CNS-Medullo,6c642c0b-4dd0-406c-ac68-ea376802d61b.csv,621,2,72,12,0,10
352,CNS-Medullo,6d3d5531-16b4-46ec-bd7e-394946855d62.csv,1116,9,138,12,0,2
353,CNS-Medullo,706a1085-5994-4d04-b56b-d301c9ed5afa.csv,402,0,19,4,0,3
354,CNS-Medullo,70990332-7702-45e2-84cb-8bbff773f160.csv,1078,4,277,4,0,4
355,CNS-Medullo,72b62805-76f9-476a-b876-a781e69a2c90.csv,729,4,112,0,0,5
356,CNS-Medullo,75e1bdbc-474e-4367-9b4a-963b31f3b297.csv,417,2,21,0,0,6
357,CNS-Medullo,7bd4d5e2-69ee-4264-93e4-2ba01418c460.csv,952,2,83,16,0,7
358,CNS-Medullo,7dddd413-d2c6-4f75-bbf6-3b202877546e.csv,348,0,43,0,0,8
359,CNS-Medullo,7f22b0f7-4040-4c84-939e-894c3050ef5d.csv,974,2,184,24,1,9
360,CNS-Medullo,8404ef5b-7a64-47fe-98f9-3f63619d2d99.csv,790,2,127,0,0,10
362,CNS-Medullo,86ae34f9-e16a-4593-8e55-b1296782bc1f.csv,2510,20,324,36,2,2
363,CNS-Medullo,880e6970-0131-4966-b13e-8614d33f0df7.csv,638,0,102,24,0,3
364,CNS-Medullo,889fb525-5055-4408-a12e-17f1225c9d29.csv,773,0,140,48,2,4
365,CNS-Medullo,8a8dd718-c46e-462a-9793-83d88f5caa7f.csv,3192,14,260,24,0,5
366,CNS-Medullo,8bda75a6-86b9-458e-948b-05049b4c52ce.csv,4180,16,300,308,2,6
367,CNS-Medullo,8efb116f-4ecf-4191-8ebf-90a94c1880cf.csv,707,0,83,14,0,7
368,CNS-Medullo,906f6f1e-569d-4ce2-9273-1f305782f77f.csv,1631,0,196,48,0,8
369,CNS-Medullo,909f3c5d-89fc-419b-a654-75ac1dbb149f.csv,323,2,29,0,0,9
370,CNS-Medullo,90ab64be-2229-4a8e-b864-4260b6cb39e9.csv,2506,21,294,4,0,10
372,CNS-Medullo,93be2990-bceb-45fd-aca5-3358d96e9d5a.csv,3554,91,876,112,4,2
373,CNS-Medullo,96e62134-b8cc-4931-9c99-1193448c7c93.csv,2430,11,401,24,3,3
374,CNS-Medullo,97f451e5-a1cc-4f29-8318-0e6ae74efe2f.csv,5401,15,546,108,1,4
375,CNS-Medullo,9be1246b-3dc1-4928-8b89-2d5ed0c866e8.csv,2152,21,402,24,1,5
376,CNS-Medullo,9beb4126-0112-4c06-80a3-e5dd1c2b88d5.csv,897,0,66,16,0,6
377,CNS-Medullo,a2a4021e-1273-4c18-907c-d20454ab898c.csv,84,0,3,0,0,7
378,CNS-Medullo,a65bcd07-c47d-4bda-a2bf-21f68cef2f3b.csv,425,4,54,44,0,8
379,CNS-Medullo,aa018d90-5250-4313-9f7c-a3f196765e07.csv,1164,8,143,76,0,9
380,CNS-Medullo,aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.csv,588,2,53,4,0,10
382,CNS-Medullo,ac1bd179-8285-468c-ab9f-7f91151ca0f2.csv,2182,14,196,24,0,2
383,CNS-Medullo,aca4d810-9540-4ce3-8ceb-72d396c9b704.csv,1155,2,88,12,0,3
384,CNS-Medullo,ae464652-2f8c-4d94-8b08-cd8f1d29256e.csv,885,6,95,16,0,4
385,CNS-Medullo,aed4363b-19b8-4cb5-aa34-a442410d0796.csv,4179,14,562,248,0,5
386,CNS-Medullo,b061cb06-e927-4f24-82bb-9e651f7ae0e3.csv,2232,10,107,12,0,6
387,CNS-Medullo,b0d1fde4-928f-4f4c-bff6-33b885582bb5.csv,3722,12,560,12,2,7
388,CNS-Medullo,b16780b0-75ba-4304-87e0-33f1e321b622.csv,1990,12,117,88,0,8
389,CNS-Medullo,b64173fc-abac-4695-902b-f0acf9444e9f.csv,1752,6,88,40,0,9
390,CNS-Medullo,b68f18e1-0117-420c-9405-e8d3a1e8caff.csv,1169,3,136,40,1,10
392,CNS-Medullo,ba5667da-7688-4931-bdb7-d65f391caf60.csv,1271,8,195,0,0,2
393,CNS-Medullo,bd1ce02b-bfaf-4cde-aaac-06097a12e248.csv,235,2,15,24,0,3
394,CNS-Medullo,bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06.csv,3526,20,438,8,0,4
395,CNS-Medullo,bf24366f-fd91-4d84-8b3d-eed80064250d.csv,1869,8,303,16,1,5
396,CNS-Medullo,c20cb5c8-a6d0-4150-b72b-3f7e8909d72b.csv,379,6,28,12,0,6
397,CNS-Medullo,c4c776f8-ee3f-4cce-beb9-8dcf262cdcdf.csv,1389,4,98,0,0,7
398,CNS-Medullo,c59188a8-c6bb-433c-97fe-69f79a126d03.csv,376,0,50,4,0,8
399,CNS-Medullo,c6224ab0-74f5-4f0a-9fe0-c083f806c853.csv,1973,14,284,4,0,9
400,CNS-Medullo,c955387a-16e5-447c-8e69-e4c04a9861d5.csv,1968,8,311,0,1,10
402,CNS-Medullo,cb89cea8-f78e-4024-97c2-8f24debee1bc.csv,1164,9,177,0,0,2
403,CNS-Medullo,cc39b534-5ba1-4ea0-956b-676f6732beec.csv,498,2,68,20,0,3
404,CNS-Medullo,cc69fe94-0ecf-45ad-a03f-8fb7198e8657.csv,1723,6,275,28,0,4
405,CNS-Medullo,cc6ab103-f07c-4b80-8c8e-cddc8a4da02e.csv,217,0,22,8,0,5
406,CNS-Medullo,cd2a045b-fbde-49c6-8be6-c0e3ecee246f.csv,1167,15,152,24,0,6
407,CNS-Medullo,cdc672cc-35df-4f10-88f1-d3e40dabf601.csv,920,4,70,21,0,7
408,CNS-Medullo,ce6154e9-3f3a-442f-a608-35e1bab66927.csv,2095,6,383,0,0,8
409,CNS-Medullo,d0161ca7-3c33-4fe5-80df-0cc4b3c4e8ee.csv,1099,8,94,12,0,9
410,CNS-Medullo,d17c2123-d262-43f4-9d06-3547f991cde7.csv,866,4,82,0,0,10
412,CNS-Medullo,d5f92ce6-796f-480d-bf98-e1080a279207.csv,2127,6,276,20,0,2
413,CNS-Medullo,d609ce92-9edd-4286-bd5f-b93304cae9a2.csv,4301,18,499,4,0,3
414,CNS-Medullo,d8995dfa-a780-4fe6-b3f8-fb464f51a1cf.csv,1175,11,126,136,2,4
415,CNS-Medullo,d8e2af63-afe0-4f15-88b4-78118cf68160.csv,347,0,25,12,0,5
416,CNS-Medullo,d9338d73-1d5e-4808-91f2-b5a09f7342de.csv,421,2,58,16,0,6
417,CNS-Medullo,e23462f2-cb86-4a3e-8521-221f4bec247c.csv,1401,4,345,156,0,7
418,CNS-Medullo,e76128b3-8629-4ffd-b02a-e3f0aae8b1a9.csv,1933,8,412,0,0,8
419,CNS-Medullo,e9d607e8-41c3-4210-870b-a9ab9b1d1c8c.csv,1620,10,182,128,0,9
420,CNS-Medullo,ea121956-77f5-4da3-ab15-0b825469eafe.csv,676,0,104,192,0,10
422,CNS-Medullo,ed46bb2e-97e3-4914-a086-de80e00d6ee8.csv,925,2,62,8,0,2
423,CNS-Medullo,edc070db-b768-478f-ae75-4c4012bdc3fe.csv,1452,2,105,16,0,3
424,CNS-Medullo,f15989a1-e820-4879-a535-438277acad49.csv,2738,13,243,12,0,4
425,CNS-Medullo,f2d18ad2-2f18-4c1d-8b35-46f999a82f30.csv,216,0,25,4,0,5
426,CNS-Medullo,f663ff15-c8d3-4bff-8bf9-bf8e983579e0.csv,843,4,160,20,0,6
427,CNS-Medullo,f8d89ae2-2c7d-40ae-8d40-34b93b16efc9.csv,1732,8,168,24,0,7
428,CNS-Medullo,fccb865d-83ed-4bfe-ad84-0689813ae977.csv,456,2,99,24,0,8
429,CNS-PiloAstro,003819bc-c415-4e76-887c-931d60ed39e7.csv,104,0,11,8,0,9
430,CNS-PiloAstro,02078f77-2b35-4fa3-ab02-2c017181295e.csv,219,0,11,4,0,10
432,CNS-PiloAstro,0292a46f-a282-4b7f-a7d6-ac55cc7324fb.csv,281,2,22,4,0,2
433,CNS-PiloAstro,06018aae-1107-4899-bd24-14e6b1f94709.csv,198,0,9,8,0,3
434,CNS-PiloAstro,0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d.csv,94,0,5,4,0,4
435,CNS-PiloAstro,11ae45fb-05f6-425a-9295-d50d13407006.csv,145,0,4,0,0,5
436,CNS-PiloAstro,129d2c6c-6688-4b29-bfa7-8df3fe77b25a.csv,128,0,6,4,0,6
437,CNS-PiloAstro,1358ff92-4db9-4e42-b63a-984a7bea425a.csv,101,0,12,4,0,7
438,CNS-PiloAstro,1a134c18-ced3-4bae-9f15-5f0f09526639.csv,286,0,17,4,0,8
439,CNS-PiloAstro,25e68b09-7d62-4449-a14a-8d09edd96db6.csv,161,0,9,4,0,9
440,CNS-PiloAstro,2a5a5840-a834-47a1-b1f4-dc8fed620f5c.csv,478,0,18,8,0,10
442,CNS-PiloAstro,36160be6-368f-4cdb-b1ee-9ed5b64462fa.csv,163,0,16,4,0,2
443,CNS-PiloAstro,363d3a59-dce3-408d-a736-5c29ba9f9b6d.csv,707,2,33,8,0,3
444,CNS-PiloAstro,3935af50-d992-4430-9909-e688347aead9.csv,99,0,7,4,0,4
445,CNS-PiloAstro,3b4ff158-c6d8-4a26-9568-0634ddb4a609.csv,383,8,11,197,0,5
446,CNS-PiloAstro,3baecfba-6977-4374-8bc9-22240abad9b5.csv,129,0,4,8,0,6
447,CNS-PiloAstro,43bf37e0-3dbc-4360-818c-fc1356d77495.csv,260,4,18,8,0,7
448,CNS-PiloAstro,46e503ae-461d-443a-869b-f261c5570de1.csv,126,0,12,4,0,8
449,CNS-PiloAstro,49900a43-d42e-4052-a8cb-1563b82ad0a0.csv,90,0,4,4,0,9
450,CNS-PiloAstro,49b26ab5-2ca9-49b1-ae83-573fa41af2cd.csv,159,0,4,16,0,10
452,CNS-PiloAstro,52f2d49e-f24d-41d2-9f73-33bd1cc51bba.csv,104,0,7,4,0,2
453,CNS-PiloAstro,534d941c-ec2d-47eb-b2dc-d3f856d0b151.csv,107,0,11,4,0,3
454,CNS-PiloAstro,53ac794d-1067-43e0-8dc0-43b131f43ec5.csv,118,0,4,4,0,4
455,CNS-PiloAstro,5714b52d-7048-41b5-8141-bf42d960abe4.csv,266,2,10,4,0,5
456,CNS-PiloAstro,57947014-053e-4c34-b6a7-9e6f36f48010.csv,122,0,10,4,0,6
457,CNS-PiloAstro,5fe83740-0688-46fe-97b4-4c7c8cfa206e.csv,95,0,8,0,0,7
458,CNS-PiloAstro,6239e340-d50c-45b1-a7ca-e1135671ae0f.csv,77,0,3,5,0,8
459,CNS-PiloAstro,62ac7c91-da99-4144-b927-e90528dcd8d4.csv,222,2,11,8,0,9
460,CNS-PiloAstro,64e5ee38-e5c6-4911-ad87-c50dd8e52f1b.csv,57,0,1,4,0,10
462,CNS-PiloAstro,69d6142c-3a16-46c9-8bed-1f4edc267c4d.csv,58,0,5,4,0,2
463,CNS-PiloAstro,6aba73ff-81e0-4f8d-ad12-e3136196e814.csv,180,0,3,4,0,3
464,CNS-PiloAstro,6e516c4b-fee7-4336-8470-494588e645b3.csv,428,2,29,24,0,4
465,CNS-PiloAstro,6f4d836f-e86f-4b12-9549-7117f59e3d4a.csv,84,0,4,28,0,5
466,CNS-PiloAstro,718c5a31-6b19-4f68-9fb9-79b0c00d64a5.csv,67,0,2,8,0,6
467,CNS-PiloAstro,759d30b2-ddb8-49e2-a604-57ff9222d3a0.csv,88,2,3,4,0,7
468,CNS-PiloAstro,7ac3e543-3bc2-4a59-84fc-b5aa0def592c.csv,487,2,33,4,0,8
469,CNS-PiloAstro,7f9382a5-f6da-4fe8-93ad-6adc91f508fa.csv,131,0,7,4,0,9
470,CNS-PiloAstro,86cbb7ad-b22b-414f-a122-77d38c77207d.csv,186,4,7,4,0,10
472,CNS-PiloAstro,8ce95cae-6adb-4bac-b072-94e2d9b70017.csv,164,2,2,4,0,2
473,CNS-PiloAstro,8fa7549d-d0a6-4216-9763-74b0f21c0fd7.csv,95,0,7,12,0,3
474,CNS-PiloAstro,924613ef-8732-4703-a387-136d37b2ba6b.csv,137,4,11,4,0,4
475,CNS-PiloAstro,94cf1801-a720-4b2f-aab5-0b76c8ccb242.csv,120,0,12,8,0,5
476,CNS-PiloAstro,955763f0-0735-418f-9ea4-3c980a966002.csv,240,0,30,12,0,6
477,CNS-PiloAstro,9c949c63-aa63-4a84-ac5a-b5260775cee6.csv,118,2,6,4,0,7
478,CNS-PiloAstro,a13ee768-1423-4fcc-b663-caaf6694acb3.csv,182,0,10,8,0,8
479,CNS-PiloAstro,a742a46d-2594-4efe-a701-4a2737ffae81.csv,364,0,21,8,0,9
480,CNS-PiloAstro,a7fb0931-28df-46f4-bc0f-2011fc91f0e1.csv,344,4,18,8,0,10
482,CNS-PiloAstro,afd1f2e0-343c-416d-8e8f-2177f312c2f0.csv,172,0,4,0,0,2
483,CNS-PiloAstro,b1d2457d-3267-46ba-9fdf-663985e60538.csv,1113,4,37,4,0,3
484,CNS-PiloAstro,b61f7f76-f365-4071-a28d-bf354d5a670d.csv,509,4,11,8,0,4
485,CNS-PiloAstro,bb45c6f5-49cb-418d-85bb-3ded165e2d07.csv,197,2,25,16,0,5
486,CNS-PiloAstro,bb66787e-e0b2-45b6-b452-98a6c32132e7.csv,121,0,5,4,0,6
487,CNS-PiloAstro,bb91765e-4c55-4e7d-93e8-77face8c91f4.csv,135,2,8,4,0,7
488,CNS-PiloAstro,bc5160ae-d629-46c4-b068-7075876b9103.csv,364,0,15,16,0,8
489,CNS-PiloAstro,bc69c97c-65c1-4e1c-a241-d17d3130e024.csv,204,2,7,0,0,9
490,CNS-PiloAstro,bea0e802-96d3-46e2-8030-17019a71e0bb.csv,229,2,7,4,0,10
492,CNS-PiloAstro,c9ca979d-b3ad-4ff0-92d0-140105413d28.csv,169,7,6,4,0,2
493,CNS-PiloAstro,cb74d12c-eed1-4b14-8f93-d70e625eb65e.csv,372,2,14,0,0,3
494,CNS-PiloAstro,cdc2c513-590f-444b-9347-32ba365313a7.csv,195,4,9,8,0,4
495,CNS-PiloAstro,d00625b4-6e0e-4d96-8e4c-8f1ddcc7aded.csv,225,0,5,0,0,5
496,CNS-PiloAstro,d1d2932b-f1c4-4080-9b75-dcf1ab0ab217.csv,136,0,7,12,0,6
497,CNS-PiloAstro,d4ecbf52-f6a9-4394-9d3b-8eb8eee1b17b.csv,40,0,1,4,0,7
498,CNS-PiloAstro,d884d070-6077-4155-9978-76aca7ba1e76.csv,146,0,1,4,0,8
499,CNS-PiloAstro,da10f77f-4414-4125-b359-de596421cca6.csv,90,0,8,4,0,9
500,CNS-PiloAstro,db98d6d5-94a5-4559-8f29-49eb74f83ce3.csv,358,4,32,4,0,10
502,CNS-PiloAstro,ddb6c68e-0c90-4bde-a011-523600ce8b29.csv,318,4,6,4,0,2
503,CNS-PiloAstro,de55876b-5d7d-46e7-bf3e-35db7a155300.csv,514,2,16,8,0,3
504,CNS-PiloAstro,de92d076-24b7-46eb-8df6-56094d264f3b.csv,453,0,25,8,0,4
505,CNS-PiloAstro,df6b025e-ccb7-4f1a-ba22-1dcf76e6554c.csv,107,0,4,8,0,5
506,CNS-PiloAstro,e592e8db-b3d1-4ab5-ae0d-de4b5b4c0f1a.csv,137,4,11,4,0,6
507,CNS-PiloAstro,e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.csv,1016,6,38,0,0,7
508,CNS-PiloAstro,e68bc7b4-b6b1-4807-b52c-7c7a19cdc373.csv,512,2,16,8,0,8
509,CNS-PiloAstro,ea351a5c-2982-4499-b631-c003deff7d33.csv,319,4,12,0,0,9
510,CNS-PiloAstro,ea7d37ca-0dac-4ae6-ad03-97c6df3d116d.csv,462,2,25,0,0,10
512,CNS-PiloAstro,ef76231d-5a21-4bbd-9847-c01be6fe8916.csv,126,0,6,12,0,2
513,CNS-PiloAstro,f0b46dcd-ce45-4405-8744-8f8b35606b75.csv,129,0,14,4,0,3
514,CNS-PiloAstro,f21832da-df8b-43d4-9bf4-34ad72b1bcd9.csv,96,4,2,4,0,4
515,CNS-PiloAstro,f4798483-9e32-4e6a-8bb5-6f45af2a8ac5.csv,400,2,17,4,0,5
516,CNS-PiloAstro,f54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9.csv,101,0,3,8,0,6
517,CNS-PiloAstro,fe4611c2-bd37-4605-adfe-60efe0392b03.csv,358,0,12,4,0,7
518,ColoRect-AdenoCA,00aa769d-622c-433e-8a8a-63fb5c41ea42.csv,234226,107,3513,30,5,8
519,ColoRect-AdenoCA,03cff38d-7e29-4409-a508-749bddb1b3df.csv,17200,505,1089,640,9,9
520,ColoRect-AdenoCA,05486349-24a4-4931-bf5f-c9fefe369af2.csv,6923,30,764,177,2,10
522,ColoRect-AdenoCA,080ecc31-756a-4a1b-a51e-d632ac8219f7.csv,24071,212,2054,783,7,2
523,ColoRect-AdenoCA,0980e7fd-051d-45e9-9ca6-2baf073da4e8.csv,849258,1020,7720,109,34,3
524,ColoRect-AdenoCA,10ad692b-4c3d-42de-9b5e-4968441388b3.csv,9386,49,1689,227,2,4
525,ColoRect-AdenoCA,14334aea-2dae-428c-9d4a-1a37878dfc3f.csv,15204,157,1070,358,0,5
527,ColoRect-AdenoCA,154f80bd-984c-4792-bb89-20c4da0c08e0.csv,259865,143,4359,24,3,6
528,ColoRect-AdenoCA,2182ce2c-5941-4b65-9419-fc7966d5e6d5.csv,108207,326,137829,178,24,7
529,ColoRect-AdenoCA,2cdc4cce-0877-4ec1-85f5-20c909912e65.csv,11405,30,1174,91,2,8
531,ColoRect-AdenoCA,303abbe5-4155-4a0d-bc3b-f8995261ca52.csv,124360,365,41699,469,0,9
532,ColoRect-AdenoCA,31e63f89-a6a9-40fb-823d-f41587bd73d8.csv,81337,468,78767,171,12,10
534,ColoRect-AdenoCA,3c019b2f-52ec-40a8-99b5-98c1423ce627.csv,18545,138,2068,279,0,2
535,ColoRect-AdenoCA,4019c219-c51e-479f-8a9d-cfa6816ed696.csv,21601,200,2323,315,3,3
536,ColoRect-AdenoCA,428c100f-d7d0-4860-a8fc-2bae6a4bba95.csv,14968,77,1404,331,0,4
537,ColoRect-AdenoCA,42d20028-0ddc-4dac-9f05-d674f8915f21.csv,161123,330,102425,281,24,5
538,ColoRect-AdenoCA,492b4e58-12e2-47b2-bd47-28f8607072fa.csv,19282,88,2471,135,0,6
539,ColoRect-AdenoCA,4cfb0aee-6661-478a-8694-9d8ba15e46b7.csv,19275,116,2453,274,0,7
540,ColoRect-AdenoCA,55345803-83d4-4fdb-b0ee-328753801da1.csv,18961,135,3390,298,1,8
541,ColoRect-AdenoCA,5b180356-cf58-4fad-a3d4-00fc12b43fcc.csv,19082,344,1319,290,1,9
542,ColoRect-AdenoCA,6051f40a-99e5-4461-9255-0e70d757b4d5.csv,30147,211,1012,537,3,10
544,ColoRect-AdenoCA,66701395-5a53-41bb-866b-3bbf08bc33ab.csv,12261,65,1314,16,2,2
545,ColoRect-AdenoCA,6ca5c1bb-275b-4d05-948a-3c6c7d03fab9.csv,793019,1294,10589,80,30,3
546,ColoRect-AdenoCA,711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b.csv,113955,692,128367,507,45,4
547,ColoRect-AdenoCA,75ad15b9-8f9c-40c1-9ca6-1e8454fbd310.csv,13416,290,1066,473,2,5
548,ColoRect-AdenoCA,786fc3e4-e2bf-4914-9251-41c800ebb2fa.csv,11512,70,2418,212,4,6
549,ColoRect-AdenoCA,7d59205a-65ec-4341-9748-28639d82ed29.csv,9100,55,688,82,0,7
550,ColoRect-AdenoCA,81b1e78c-6032-4ff4-b52a-83456b9450ea.csv,26766,141,1191,74,2,8
551,ColoRect-AdenoCA,85e29049-a5e8-49fa-a576-e113c7b2c2e3.csv,10570,93,635,612,0,9
552,ColoRect-AdenoCA,8853cbee-7931-49a6-b063-a806943a10ad.csv,807479,1151,11674,142,14,10
554,ColoRect-AdenoCA,8da641e4-9b12-4163-bd1e-9d5af91e5186.csv,20271,145,2478,524,2,2
555,ColoRect-AdenoCA,93ff786e-0165-4b02-8d27-806d422e93fc.csv,960783,1338,16969,189,35,3
556,ColoRect-AdenoCA,9e5f0a23-e184-4611-b42b-e882dcf23acd.csv,18203,193,2155,700,0,4
557,ColoRect-AdenoCA,a0f94565-9169-49ee-8e6a-21bdc43d9de6.csv,12379,59,1240,40,4,5
558,ColoRect-AdenoCA,a64000df-16e5-4b88-865f-5c680adf60eb.csv,6901,35,1262,388,1,6
559,ColoRect-AdenoCA,aa06ae46-2336-4666-a3af-fc790daf8da4.csv,13616,93,1160,1227,4,7
560,ColoRect-AdenoCA,b2afbcba-d67d-43f1-be3b-05f3a5836ec0.csv,13349,79,1538,80,3,8
561,ColoRect-AdenoCA,b6b6e1d3-c592-4836-bdad-d53af2dbcc9a.csv,17290,146,2333,551,1,9
562,ColoRect-AdenoCA,b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d.csv,9762,67,884,38,1,10
