,samples,nm_class,slices,fold
378,715f59dd-a80f-422d-988c-f73f4b987baf,Kidney-ChRCC,4,1
379,97c1a300-978d-4df1-9e97-ce2f92b9eff1,Kidney-ChRCC,5,1
380,9a90f951-ad96-4883-b97f-ac43395dae5d,Kidney-ChRCC,6,1
381,3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5,Kidney-RCC,7,1
382,f64e9609-d75d-400c-a92d-d77fd54d6c29,Kidney-RCC,8,1
383,252a1c43-f954-44d7-8e31-6bcd0157a05c,Kidney-RCC,9,1
384,aad8c8d6-d828-4aac-9cfb-cee893e36850,Kidney-RCC,10,1
386,fd74de4d-6973-4597-a541-e8a13d80ad55,Kidney-RCC,2,1
387,9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa,Kidney-RCC,3,1
388,a56cd282-f6c5-4373-b3d8-676562894598,Kidney-RCC,4,1
389,a54aac0e-4108-49cf-bf50-687031c7cda6,Kidney-RCC,5,1
390,68b7fdb1-22b5-4152-9e69-a41151640cd8,Kidney-RCC,6,1
391,063cfacf-9933-4a2d-8921-0aeb76e12779,Kidney-RCC,7,1
392,51206157-94cc-4702-8247-c98283b487aa,Kidney-RCC,8,1
393,bcf54c96-2b62-4e24-926f-d77576250dd1,Kidney-RCC,9,1
394,dacd4cc2-fc2b-4fbd-adf6-c8a46ae69c91,Kidney-RCC,10,1
396,64446aec-c125-4c81-b9cc-62482cb1aaed,Kidney-RCC,2,1
397,0f53e757-1823-409f-a0ea-249270728e15,Kidney-RCC,3,1
398,54842328-9432-4820-8976-7964bf9bf147,Kidney-RCC,4,1
399,267a9862-17bd-4056-ba4a-1f373736ffbb,Kidney-RCC,5,1
400,d991f23a-dc1b-427a-b798-bd4187d3aa02,Kidney-RCC,6,1
401,de4c3f91-d164-47df-9971-feba840d247c,Kidney-RCC,7,1
402,fbf937f1-5f30-470c-8a77-46cd1c41e073,Kidney-RCC,8,1
403,d429c27a-5963-42fe-b3a0-7252c20669d8,Kidney-RCC,9,1
404,9c181313-5b4c-41c5-9ad5-a5a86fe609aa,Kidney-RCC,10,1
406,d01710f9-efc8-4b5f-9e53-300b30f9219f,Kidney-RCC,2,1
407,00bf0350-8c7c-4b9e-8143-13ea2dc1122f,Kidney-RCC,3,1
408,db4592fb-13c2-4d61-9dc3-a5d43def8d4b,Kidney-RCC,4,1
409,a4f8305f-4409-4776-b34d-4878d18c8693,Kidney-RCC,5,1
410,39c55051-e1bc-4081-962a-17205645de45,Kidney-RCC,6,1
411,2c581a74-7716-4c20-b366-a8e1d9a901f6,Kidney-RCC,7,1
412,1e046ab9-fa4c-4c15-8d78-ed0048c80ebf,Kidney-RCC,8,1
413,f3c1a125-06e9-41c4-9558-275a3e346cc5,Kidney-RCC,9,1
414,fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6,Kidney-RCC,10,1
416,fa5e2900-95e7-4700-9707-a329cd0c77fd,Kidney-RCC,2,1
417,b6365bdb-e6d5-4615-95b3-db12a0c2f3d9,Kidney-RCC,3,1
418,8fb7fcac-6c1d-40c2-9309-b53821cbef30,Kidney-RCC,4,1
419,e1217ebe-1826-41a9-b6c4-702100a66f5e,Kidney-RCC,5,1
420,ad9455e9-7147-489e-9b1f-3540c457c260,Kidney-RCC,6,1
421,2425a532-f562-423a-88f5-228642f53875,Kidney-RCC,7,1
422,72293a70-9dc8-4e4a-acdc-c74587a90420,Kidney-RCC,8,1
423,7815397b-aa39-4b79-bcaa-6859a3f115f8,Kidney-RCC,9,1
424,c14407ad-670e-4d1e-9417-2b76f4810fff,Kidney-RCC,10,1
426,dddea2e4-b8c3-4157-9d92-6de472e8375a,Kidney-RCC,2,1
427,e6801359-d1d7-4871-b2fb-180674a2e469,Kidney-RCC,3,1
428,f03330dd-c616-4ad5-abc3-6d6b0445e9e9,Kidney-RCC,4,1
429,ca2b9fe2-97e0-4d4f-afd7-a5acf638800f,Kidney-RCC,5,1
430,6ba5f81a-b7a0-4c18-a112-2e11094eec85,Kidney-RCC,6,1
431,42f88b95-fa12-47c7-93f1-cf72f207291c,Kidney-RCC,7,1
432,c504d5a9-29b0-4b7e-ac7b-5e543449a0f4,Kidney-RCC,8,1
433,483bb781-0179-42e1-bf9c-487b240769b8,Kidney-RCC,9,1
434,a9dbd55c-5dcc-48db-8785-6baef3fdd7db,Kidney-RCC,10,1
436,33b7e799-ad10-498f-9948-8ce433311539,Kidney-RCC,2,1
437,642e1379-1061-40bc-9a4c-f7c191e84d9d,Kidney-RCC,3,1
438,0ed63d84-d3fe-4289-9255-35f4a03b703b,Kidney-RCC,4,1
439,cf5deb22-f7eb-409d-a0e4-882716199c39,Kidney-RCC,5,1
440,bef23192-57cd-4301-b7a7-5e82ca62482d,Kidney-RCC,6,1
441,14dd86c1-dfb3-4124-a453-4d64223bc048,Kidney-RCC,7,1
442,b4f515ce-5bee-4e40-a66a-01f41e92181e,Kidney-RCC,8,1
443,88e35d25-d98d-4576-8ebe-1cd74010ecd8,Kidney-RCC,9,1
444,2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac,Kidney-RCC,10,1
446,a441697c-4ca0-4eab-9b01-b9cb50223ce2,Kidney-RCC,2,1
447,2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da,Kidney-RCC,3,1
448,b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15,Kidney-RCC,4,1
449,bd2cc59d-f5ce-46ed-beb0-4c80b24cbe71,Kidney-RCC,5,1
450,6847e993-1414-4e6f-a2af-39ebe218dd7c,CNS-Oligo,6,1
451,4853fd17-7214-4f0c-984b-1be0346ca4ab,CNS-Oligo,7,1
452,85d915b8-0184-4ec7-93ad-e9ffa2f5743b,CNS-Oligo,8,1
453,8c46a1df-1c10-4188-992a-a55b782494c9,CNS-Oligo,9,1
454,c1abb741-4fcd-4161-b057-c7efd619cc99,CNS-Oligo,10,1
456,67f88cd9-ab77-4227-a8d7-5512246f9772,CNS-Oligo,2,1
457,c6888be2-4517-41e4-a801-9c915f24e737,CNS-Oligo,3,1
458,2aeaab9f-4459-4be8-91e7-e0746cbd671c,CNS-Oligo,4,1
459,f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee,CNS-Oligo,5,1
460,88395c0e-4afe-434d-8b20-5a3eef8b7f00,CNS-Oligo,6,1
461,d252a54e-0377-4b3e-8228-26108ea704fa,CNS-Oligo,7,1
462,ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8,CNS-Oligo,8,1
463,3a81f733-b3a3-4578-b925-a663612bc92c,CNS-Oligo,9,1
464,d414e076-dcb6-4edf-adef-0abdc57354ea,CNS-Oligo,10,1
466,3d477ac1-3bdf-4410-9594-1a3a1412c6ae,CNS-Oligo,2,1
467,00493087-9d9d-40ca-86d5-936f1b951c93,CNS-Oligo,3,1
468,4c3eda94-56f4-46d3-8c88-50d476e773f6,Liver-HCC,4,1
469,b9098b7c-eab0-4ef5-b968-8d3024bf32f7,Liver-HCC,5,1
470,305a5074-5384-45a0-985d-289b178d09f6,Liver-HCC,6,1
471,5d58b984-e0b8-4237-a576-0e9d4079599e,Liver-HCC,7,1
472,f1a4f60a-5228-47cd-883f-ff8d2dfe1633,Liver-HCC,8,1
473,a2f143d6-ba07-4ff0-960d-b29c3c716665,Liver-HCC,9,1
474,47e5ff56-9534-4fcf-a593-33027e877f93,Liver-HCC,10,1
476,d252f328-4583-4e97-9a71-bb2885f06f73,Liver-HCC,2,1
477,c36213e4-c057-46f5-ada5-f1f921855bb4,Liver-HCC,3,1
478,1127b561-ea40-4d5e-95df-daa0a5ebc1e4,Liver-HCC,4,1
479,c016d025-3c92-41c5-b846-493b1fcce79e,Liver-HCC,5,1
480,c285c2fa-24b4-47a1-874d-86e74b002b05,Liver-HCC,6,1
481,484a41c8-fcaf-488d-97dc-bfe6a4b88a95,Liver-HCC,7,1
482,96517058-18d2-4847-8085-768ca8aa1565,Liver-HCC,8,1
483,c1d9ed06-7498-4c6c-a0de-dbf28e868109,Liver-HCC,9,1
484,9c681cd9-25fb-42ac-aa6b-bb962882fa22,Liver-HCC,10,1
486,1c00925b-7328-4db0-b930-04aab2d80719,Liver-HCC,2,1
487,29b92b51-7ba3-42a9-97d3-6a9b5e43f928,Liver-HCC,3,1
488,d02597f8-3ac7-4165-a65f-0e134e5d215b,Liver-HCC,4,1
489,6b25a78f-20dc-4ccc-b4c0-f9885d16725d,Liver-HCC,5,1
490,90611290-e44c-438e-91aa-f3b83dae3b71,Liver-HCC,6,1
491,4cff8590-559e-4204-8635-96e11bfeda68,Liver-HCC,7,1
492,50ee360c-e3df-4888-9999-ebb88e271d08,Liver-HCC,8,1
493,2bff30d5-be79-4686-8164-7a7d9619d3c0,Liver-HCC,9,1
494,dcf45005-7e6d-4c26-9994-f973da7e814f,Liver-HCC,10,1
496,03c88506-d72e-4a44-a34e-a7f0564f1799,Liver-HCC,2,1
497,6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb,Liver-HCC,3,1
498,70422e6d-cb1f-4284-8be9-1d4517ffad60,Liver-HCC,4,1
499,5df489bc-6178-49e4-8a42-506f70300dff,Liver-HCC,5,1
500,463bf060-8ba6-4a73-8173-172025f7b527,Liver-HCC,6,1
501,c05adc19-2e01-4712-a35a-69eee4d40998,Liver-HCC,7,1
502,343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b,Liver-HCC,8,1
503,84fe77b4-f6cc-49bf-a6b9-1621ec9394f8,Liver-HCC,9,1
504,5ead73fe-1c34-48ed-b20d-89fc3c82dbd6,Liver-HCC,10,1
506,d9c5493e-f969-4c04-a646-9a3134011021,Liver-HCC,2,1
507,7f03cb4b-60b1-460c-b761-402e7ca09b0d,Liver-HCC,3,1
508,670f971f-a525-4ef8-91ba-610cfbaeb914,Liver-HCC,4,1
509,e30c64d5-e796-4cfc-8dc8-6e62bf97822f,Liver-HCC,5,1
510,63adc09c-e1b1-40dd-9c35-2f8276b656fc,Liver-HCC,6,1
511,3bacc189-01b8-46cc-a442-f393c0f428c6,Liver-HCC,7,1
512,b9f03936-1de5-4330-8b0f-6d0ab533876e,Liver-HCC,8,1
513,4904d56f-0fe7-4482-8f6d-9e54d261f399,Liver-HCC,9,1
514,f7e9eed5-7a0b-4b2d-bea3-fd8c42a3b90e,Liver-HCC,10,1
516,0d259ac2-03d1-4814-9b0b-d05e3a6029b7,Liver-HCC,2,1
517,4624fd20-e2ad-4826-b606-a694b04e1076,Liver-HCC,3,1
518,41840dc1-5ea2-4f01-a0d4-8b65add641c8,Liver-HCC,4,1
519,10cb8ac6-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,1
520,15fd8dc8-c622-11e3-bf01-24c6515278c0,Liver-HCC,6,1
521,1df8939c-c622-11e3-bf01-24c6515278c0,Liver-HCC,7,1
522,23eb72d8-c622-11e3-bf01-24c6515278c0,Liver-HCC,8,1
523,2ecd8358-c622-11e3-bf01-24c6515278c0,Liver-HCC,9,1
524,31bcfd64-c622-11e3-bf01-24c6515278c0,Liver-HCC,10,1
526,35e33a7a-c622-11e3-bf01-24c6515278c0,Liver-HCC,2,1
527,3faeb03e-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,1
528,4255582e-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,1
529,47d77750-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,1
530,4f6f48bc-c622-11e3-bf01-24c6515278c0,Liver-HCC,6,1
531,51800588-c622-11e3-bf01-24c6515278c0,Liver-HCC,7,1
532,5b178f44-c622-11e3-bf01-24c6515278c0,Liver-HCC,8,1
533,5cf21488-c622-11e3-bf01-24c6515278c0,Liver-HCC,9,1
534,6172ca02-c622-11e3-bf01-24c6515278c0,Liver-HCC,10,1
536,69f37546-c622-11e3-bf01-24c6515278c0,Liver-HCC,2,1
537,7ae510f8-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,1
538,7c405ca0-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,1
539,7d38018a-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,1
540,7fba5aac-c622-11e3-bf01-24c6515278c0,Liver-HCC,6,1
541,80ab6c08-c622-11e3-bf01-24c6515278c0,Liver-HCC,7,1
542,819b4304-c622-11e3-bf01-24c6515278c0,Liver-HCC,8,1
543,83d57c5c-c622-11e3-bf01-24c6515278c0,Liver-HCC,9,1
544,87671312-c622-11e3-bf01-24c6515278c0,Liver-HCC,10,1
546,8fd5e62c-c622-11e3-bf01-24c6515278c0,Liver-HCC,2,1
547,9321341c-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,1
548,97a6f44a-c622-11e3-bf01-24c6515278c0,Biliary-AdenoCA,4,1
549,99bdc3da-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,1
550,9cb80280-c622-11e3-bf01-24c6515278c0,Liver-HCC,6,1
551,a1a75f66-c622-11e3-bf01-24c6515278c0,Liver-HCC,7,1
552,a2a67c8a-c622-11e3-bf01-24c6515278c0,Liver-HCC,8,1
553,abbbe65c-c622-11e3-bf01-24c6515278c0,Liver-HCC,9,1
554,b070af2a-c622-11e3-bf01-24c6515278c0,Liver-HCC,10,1
556,b32449c0-c622-11e3-bf01-24c6515278c0,Liver-HCC,2,1
557,b67208c4-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,1
558,b994762c-c622-11e3-bf01-24c6515278c0,Liver-HCC,4,1
559,ba940092-c622-11e3-bf01-24c6515278c0,Liver-HCC,5,1
560,bba106ce-c622-11e3-bf01-24c6515278c0,Liver-HCC,6,1
561,bcc74a5e-c622-11e3-bf01-24c6515278c0,Biliary-AdenoCA,7,1
562,c021b61c-c622-11e3-bf01-24c6515278c0,Liver-HCC,8,1
563,cf2d34c4-c622-11e3-bf01-24c6515278c0,Liver-HCC,9,1
564,d182b67c-c622-11e3-bf01-24c6515278c0,Liver-HCC,10,1
566,da5b9926-c622-11e3-bf01-24c6515278c0,Biliary-AdenoCA,2,1
567,de4f520c-c622-11e3-bf01-24c6515278c0,Liver-HCC,3,1
568,df9f8c80-c622-11e3-bf01-24c6515278c0,Biliary-AdenoCA,4,1
569,e4fd1b3e-c622-11e3-bf01-24c6515278c0,Biliary-AdenoCA,5,1
570,e64e9f76-c622-11e3-bf01-24c6515278c0,Liver-HCC,6,1
571,f2b2111c-c622-11e3-bf01-24c6515278c0,Biliary-AdenoCA,7,1
572,f8733b80-c622-11e3-bf01-24c6515278c0,Liver-HCC,8,1
573,0be08326-c623-11e3-bf01-24c6515278c0,Liver-HCC,9,1
574,2584b428-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,10,1
576,5a51a6fc-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,2,1
577,5c9b8a2c-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,3,1
578,7512b38c-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,4,1
579,760881cc-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,5,1
580,7789ef18-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,6,1
581,78bc2608-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,7,1
582,79b23f34-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,8,1
583,7ae872a6-c623-11e3-bf01-24c6515278c0,Biliary-AdenoCA,9,1
584,5a7f3c88-ef02-4e97-8009-5622245b6a09,Lung-AdenoCA,10,1
586,3b20d548-2a7d-4031-85a1-425ca7201d7a,Lung-AdenoCA,2,1
587,dd09c7aa-744a-413d-839f-e75e1825f9f9,Lung-AdenoCA,3,1
588,49dec0c2-8e75-4f44-a253-82b2ea605890,Lung-AdenoCA,4,1
589,15e097e3-e468-466c-8e57-b59fba90bbf2,Lung-AdenoCA,5,1
590,f5a97315-1906-4774-980e-0879c6ad368e,Lung-AdenoCA,6,1
591,23d77176-dfed-4bee-ac96-9934377d8d81,Lung-AdenoCA,7,1
592,b7f11036-7ac4-41bc-a9a4-64162725fdfc,Lung-AdenoCA,8,1
593,bd3e88b3-b37c-4641-85fa-d8125ba324ca,Lung-AdenoCA,9,1
594,fa2c3620-7e82-4b12-b135-87986f0f2890,Lung-AdenoCA,10,1
596,fa8844f8-c4b6-487a-8187-e30c12a7a453,Lung-AdenoCA,2,1
597,9ffcb7fa-424c-4f93-87a7-ce5e9053c613,Lung-AdenoCA,3,1
598,199bbb0f-996c-40c1-b06d-2066f04be778,Lung-AdenoCA,4,1
599,23d86395-9e20-4cf9-bf7e-f76544a1f772,Lung-AdenoCA,5,1
600,37d0cf1b-1743-4852-8073-372b16b5c17d,Lung-AdenoCA,6,1
601,d5443922-fea5-4ff0-bd6e-8ce04e1951d8,Lung-AdenoCA,7,1
602,0b19bee7-5281-4915-9d98-c20eb3e84ecf,Lung-AdenoCA,8,1
603,bce88385-4a1b-4a8c-920c-060f6a2675d4,Lung-AdenoCA,9,1
604,9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64,Lung-AdenoCA,10,1
606,bf7462a2-394f-4838-bcb6-4d0126fa48b1,Lung-AdenoCA,2,1
607,0176cf1d-0760-4769-a493-277f4bb7585e,Lung-AdenoCA,3,1
608,fa6a60f5-8949-4e01-9435-d3117601627f,Lung-AdenoCA,4,1
609,14bf9bfb-14d6-4cac-a556-828f680e8a15,Lung-AdenoCA,5,1
610,d9cd7f95-07d3-4b87-be83-87340b08d249,Lung-AdenoCA,6,1
611,2bde43e2-fd4e-413e-adc7-c50bca75d358,Lung-AdenoCA,7,1
612,46693a2b-5105-4770-a9e1-031dfedeb694,Lung-AdenoCA,8,1
613,c437535b-2acc-4236-beae-94e2c1336830,Lung-AdenoCA,9,1
614,53d32d8b-5649-42b0-8c52-2c39af2a961b,Lung-AdenoCA,10,1
616,09bc8542-4ea1-4599-91b3-d606425b37e2,Lung-AdenoCA,2,1
617,68c2a355-862c-4657-b296-5776ed8447b0,Lung-AdenoCA,3,1
618,0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d,Lung-AdenoCA,4,1
619,6726c157-f688-491d-8b56-35628645df89,Lung-AdenoCA,5,1
620,309f5324-5608-4f62-b744-5ab268b70927,Lung-AdenoCA,6,1
621,53bb7112-3e38-45fe-a9c4-1b0871babf4a,Lung-AdenoCA,7,1
622,935b113e-f5ed-4a07-8e1d-1603daba7f40,Lung-SCC,8,1
623,fb0c6353-a90c-45e2-9355-7cd16cf756ff,Lung-SCC,9,1
624,8cf9b32d-3d6f-4898-8c7a-89511b754021,Lung-SCC,10,1
626,d2ab2555-7288-47a4-a80c-bf62d65b67b8,Lung-SCC,2,1
627,706868b5-4920-433a-bea3-92e9bf83059b,Lung-SCC,3,1
628,d54ca81c-1bcc-41ea-b17a-9f7249ebe9c1,Lung-SCC,4,1
629,c48d7f4a-e98a-4077-a749-eb9f56f05b84,Lung-SCC,5,1
630,504d4cb0-d2dd-420d-82e6-9ec14434a0fc,Lung-SCC,6,1
631,448af8b4-e071-48b0-a65b-b4ad17afdc0c,Lung-SCC,7,1
632,84e601b7-dfa5-4cd5-9fef-07f03967a0d4,Lung-SCC,8,1
633,b88f014e-bc0f-4775-8228-39e0b471c3b0,Lung-SCC,9,1
634,43aa4123-0fe2-4071-8a81-cbdd0410b917,Lung-SCC,10,1
636,0bbc7ede-5022-4084-925c-d65baaf7abc2,Lung-SCC,2,1
637,abc94013-71f5-4ac6-88a4-01b4ef9f9d2f,Lung-SCC,3,1
638,25224aa0-cfdd-48ec-92e5-8f3992a3e574,Lung-SCC,4,1
639,b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42,Lung-SCC,5,1
640,ee6cc68e-8d2a-41ee-82c6-0fecdf7e6259,Lung-SCC,6,1
641,96dc785c-8417-4813-8d15-c32b22d78b74,Lung-SCC,7,1
642,71a2b4a2-88dd-4911-a67e-70b3309c4a12,Lung-SCC,8,1
643,692dfa4f-45e5-4183-b5da-6650a1fbcabd,Lung-SCC,9,1
644,369c06f2-8904-49cb-99d1-dd297ed0cd0c,Lung-SCC,10,1
646,9623d295-c23d-4f2f-827c-69f767a26f1f,Lung-SCC,2,1
647,649f2c20-5b50-40a8-a6fd-9a51f3d5b9df,Lung-SCC,3,1
648,a762dd44-a8ac-4269-8163-bbf6d0f8d4b3,Lung-SCC,4,1
649,34881c6b-f59f-42c0-9f29-9c5c47262ae6,Lung-SCC,5,1
650,7dc5f8ba-0080-43d3-8426-bd527a970761,Lung-SCC,6,1
651,48f68f73-3ac0-44ac-ba12-b8889fcb7f38,Lung-SCC,7,1
652,387c6519-6529-4074-a5ab-00f8052a5732,Lung-SCC,8,1
653,6962bc97-fbb8-4220-a600-e3c251e245cb,Lung-SCC,9,1
654,7731ef7f-25bd-42f5-9a20-be249306a711,Lung-SCC,10,1
656,45e16b70-c3ec-493e-86d1-505ffdf5056c,Lung-SCC,2,1
657,e7ebc6fb-0926-4c8a-a67b-0c6b9c1ffaba,Lung-SCC,3,1
658,fab3d6f4-de1c-4d6c-bdea-ac39a7884657,Lung-SCC,4,1
659,efe4d5dd-fffb-41df-ab86-be06cc16646f,Lung-SCC,5,1
660,24badf07-8615-48a3-8d6e-45c3d783f18d,Lung-SCC,6,1
661,e9cb8877-8e83-46c0-93f0-ea20530c9400,Lung-SCC,7,1
662,d18c6e64-9598-488a-8ab3-3652072f9277,Lung-SCC,8,1
663,0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f,Lung-SCC,9,1
664,4c2ad4a0-5d57-4e27-9f35-058b2f205f50,Lung-SCC,10,1
666,7ac0b303-d685-4fa5-bfec-34d2ba1dbc8e,Lung-SCC,2,1
667,4c3840df-9824-40db-879e-6d24adc8c155,Lung-SCC,3,1
668,ad41f1f3-e38e-4418-9c16-52bca5719f39,Lung-SCC,4,1
669,2045c788-9ea8-4ea5-a5e3-65fc16a62adb,Lung-SCC,5,1
670,82b8cda8-fbff-455e-b0db-7ff6528bd6c8,Lymph-BNHL,6,1
671,140d5fa9-afbe-444e-a7e7-6a4cb4ab2923,Lymph-BNHL,7,1
672,232b7754-b3c3-4530-9d24-3af40d9b2816,Lymph-BNHL,8,1
673,dc4bc4c4-2cc1-4a2e-a9f2-613088af17bf,Lymph-BNHL,9,1
674,f04aecf0-eb12-4ab9-928e-7bcf201b0b40,Lymph-BNHL,10,1
676,ce85ccf3-6621-4976-b187-2f28d45dd4d9,Lymph-BNHL,2,1
677,f9837a56-7244-4846-a63d-266e6a92f168,Lymph-BNHL,3,1
678,ebe0ed67-2d3f-45cd-8f9b-4912595b16a0,Lymph-BNHL,4,1
679,e2b09705-c5c8-48ee-a90e-19648a7bf2cb,Lymph-BNHL,5,1
680,3b55c58d-f95a-4a1d-9aa1-8d2c026656a9,Lymph-BNHL,6,1
681,4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1,Lymph-BNHL,7,1
682,9e842227-2bc6-4185-bedb-abeb03836b51,Lymph-BNHL,8,1
683,874f64e9-8a0d-4f88-92c4-7e831842b1d1,Lymph-BNHL,9,1
684,4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83,Lymph-BNHL,10,1
686,5bcf473f-417d-47a5-9745-ac7faf830b1f,Lymph-BNHL,2,1
687,bc1d5327-2e76-4e0e-b749-72a559469d0d,Lymph-BNHL,3,1
688,aa20b9ab-dba9-4002-ad45-cafa2f85cef7,Lymph-BNHL,4,1
689,124d5b04-4588-44c3-9c00-61e064cf1bdb,Lymph-BNHL,5,1
690,4adc846a-42cb-4ebd-a954-e31eb29d7572,Lymph-BNHL,6,1
691,3e012b50-06d1-4120-971b-5e54139b00ee,Lymph-BNHL,7,1
692,baa02e74-9cae-4996-858e-17d9f52d924b,Lymph-BNHL,8,1
693,abedd46c-47b8-4242-adb6-12835400cb3f,Lymph-BNHL,9,1
694,56e57223-264e-489d-bc9a-a07789065c40,Lymph-BNHL,10,1
696,2f0a660c-ba3c-49bb-90f7-39b0034cea82,Lymph-BNHL,2,1
697,81cc0f39-6677-4f2e-9a75-d30152b188f3,Lymph-BNHL,3,1
698,e2fa7251-507e-4d76-95a3-a228adc3885a,Lymph-BNHL,4,1
699,76788f17-257d-47c7-ad85-ac5f959216b5,Lymph-BNHL,5,1
701,2439ec74-1713-4d47-a5d9-886f69dddcb6,Lymph-BNHL,6,1
702,71982a1b-52a4-440f-bd5d-62a0e6cc7fd9,Lymph-BNHL,7,1
703,dd8f3e1c-6ed6-41c2-957d-6f679a3cb3ca,Lymph-BNHL,8,1
704,4d72d06d-b6af-4294-9eef-6e61e067761f,Lymph-BNHL,9,1
705,858631eb-4e91-4aad-809c-c3948519313d,Lymph-BNHL,10,1
708,3e7ccab5-5b1d-4147-b907-77cab8f0837e,Lymph-BNHL,2,1
709,890e840c-1d1d-4874-a8eb-f9d9a2b50a1c,Lymph-BNHL,3,1
710,687baf0b-aed9-4ab2-adb6-556a1d177a24,Lymph-BNHL,4,1
711,4a4309b0-2aca-4d6a-ac50-039b28406bba,Lymph-BNHL,5,1
712,b330c50b-c45f-413d-918f-33275d0d8f91,Lymph-BNHL,6,1
713,9b3e7a03-cf8c-4da8-bc36-20129d7783ba,Lymph-BNHL,7,1
714,b2190e26-1809-4aba-9f45-07c2edb3b4a4,Lymph-BNHL,8,1
715,15678c3d-ce61-454d-849e-1d4ca358909b,Lymph-BNHL,9,1
716,f047cb85-8f88-45d5-83c3-0416c9f3fff7,Lymph-BNHL,10,1
718,f9dc999f-6dde-448d-9cf1-2897ddcf7b0b,Lymph-BNHL,2,1
719,df814571-57f1-4e55-bc1a-c892c568c4ba,Lymph-BNHL,3,1
720,8fc11cb6-9d79-41c3-bb45-0dadda890e8d,Lymph-BNHL,4,1
721,282b45ee-4af2-4c61-9acc-286eaf8d661a,Lymph-BNHL,5,1
722,f2c08ac1-4755-4c36-a11d-338d8df9fa0d,Lymph-BNHL,6,1
723,e84e0649-a2e8-4873-9cb6-1aa65601ae3a,Lymph-BNHL,7,1
724,d31cce9d-1b38-44fd-9378-0d128e12a011,Lymph-BNHL,8,1
725,bd6bd940-ef06-433a-80d9-dca5683e9cd2,Lymph-BNHL,9,1
726,81b4dd02-34ec-4ddc-8818-ed888a60ad88,Lymph-BNHL,10,1
728,07835447-5d7e-4828-80fd-89b063989c9a,Lymph-BNHL,2,1
729,03ad38a6-0902-4aaa-84a3-91ea88fa9883,Lymph-BNHL,3,1
730,dbae3c4e-6d66-483a-a611-7285067bf85c,Lymph-BNHL,4,1
731,fce8d8c6-f2a0-43a8-9a7a-b9c519a6686c,Lymph-BNHL,5,1
732,db9ce6c6-529c-4da6-92c4-f4f3fc3fe109,Lymph-BNHL,6,1
733,0d569bd5-418d-4d72-87ca-8e14668c2119,Lymph-BNHL,7,1
734,866ecfe7-caa6-4565-9418-6b9d6c8a3b43,Lymph-BNHL,8,1
735,e98e4e23-a139-4fff-b017-35f3f976eddd,Lymph-BNHL,9,1
736,cc7bba1d-8990-4557-a565-9cff1085f023,Lymph-BNHL,10,1
738,650fe009-da01-4717-89df-9c95fafe3d7e,Lymph-BNHL,2,1
739,b9dbc78e-44ce-427c-bbeb-de8d097bde2c,Lymph-BNHL,3,1
740,41dba8d1-8aad-474c-a82b-20b28ab818bd,Lymph-BNHL,4,1
741,a31b6123-c1b7-4cd0-86d8-b2e640cce9da,Lymph-BNHL,5,1
742,5f18b334-6616-406f-8f33-0592b56c14e6,Lymph-BNHL,6,1
743,3e94aa64-7dd3-4d63-a5de-b4050d3dfafa,Lymph-BNHL,7,1
744,00b9d0e6-69dc-4345-bffd-ce32880c8eef,Lymph-BNHL,8,1
745,bdbcffb0-c7da-4e7d-8002-9feffe48533c,Lymph-BNHL,9,1
746,79e81ab3-5466-4324-9387-2de00d62315c,Lymph-BNHL,10,1
748,626c9788-d70c-449b-b9dc-5e3f6fc00991,Lymph-BNHL,2,1
