,nm_class,samples,slices,fold
434,BRCA,TCGA-E2-A1IH-01A-11D-A188-09,5,1
435,BRCA,TCGA-GM-A2DI-01A-31D-A18P-09,6,1
436,BRCA,TCGA-BH-A18R-01A-11D-A12B-09,7,1
437,BRCA,TCGA-E9-A229-01A-31D-A17G-09,8,1
438,BRCA,TCGA-AC-A8OR-01A-21D-A41F-09,9,1
439,BRCA,TCGA-BH-A0DZ-01A-11W-A019-09,10,1
441,BRCA,TCGA-D8-A1XM-01A-21D-A14K-09,2,1
442,BRCA,TCGA-BH-A202-01A-11D-A14K-09,3,1
443,BRCA,TCGA-OL-A66K-01A-11D-A29N-09,4,1
444,BRCA,TCGA-A7-A5ZX-01A-12D-A29N-09,5,1
445,BRCA,TCGA-A2-A0YG-01A-21D-A10G-09,6,1
446,BRCA,TCGA-BH-A1EY-01A-11D-A13L-09,7,1
447,BRCA,TCGA-AC-A23E-01A-11D-A159-09,8,1
448,BRCA,TCGA-A2-A25B-01A-11D-A167-09,9,1
449,BRCA,TCGA-A7-A2KD-01A-31D-A21Q-09,10,1
451,BRCA,TCGA-BH-A0BT-01A-11D-A12Q-09,2,1
452,BRCA,TCGA-E2-A1BD-01A-11D-A12Q-09,3,1
453,BRCA,TCGA-D8-A1JT-01A-31D-A13L-09,4,1
454,BRCA,TCGA-BH-A18G-01A-11D-A12B-09,5,1
455,BRCA,TCGA-EW-A2FS-01A-11D-A17D-09,6,1
456,BRCA,TCGA-GM-A3XL-01A-11D-A22X-09,7,1
457,BRCA,TCGA-E2-A1IL-01A-11D-A14G-09,8,1
458,BRCA,TCGA-D8-A1JH-01A-11D-A188-09,9,1
459,BRCA,TCGA-E2-A1L9-01A-11D-A13L-09,10,1
461,BRCA,TCGA-B6-A0WV-01A-11D-A10G-09,2,1
462,BRCA,TCGA-A2-A25A-01A-12D-A16D-09,3,1
463,BRCA,TCGA-E2-A152-01A-11D-A12B-09,4,1
464,BRCA,TCGA-A7-A5ZV-01A-11D-A28B-09,5,1
465,BRCA,TCGA-AR-A24K-01A-11D-A167-09,6,1
466,BRCA,TCGA-A2-A0SU-01A-11D-A099-09,7,1
467,BRCA,TCGA-BH-A1FL-01A-11D-A13L-09,8,1
468,BRCA,TCGA-E2-A14V-01A-11D-A12B-09,9,1
469,BRCA,TCGA-B6-A0WY-01A-11D-A10G-09,10,1
471,BRCA,TCGA-C8-A12W-01A-11D-A10Y-09,2,1
472,BRCA,TCGA-A2-A0SY-01A-31D-A099-09,3,1
473,BRCA,TCGA-E9-A1NA-01A-11D-A142-09,4,1
474,BRCA,TCGA-BH-A1F8-01A-11D-A13L-09,5,1
475,BRCA,TCGA-E9-A54Y-01A-11D-A25Q-09,6,1
476,BRCA,TCGA-E9-A1N8-01A-11D-A142-09,7,1
477,BRCA,TCGA-BH-A0B7-01A-12D-A10Y-09,8,1
478,BRCA,TCGA-AR-A0TX-01A-11D-A099-09,9,1
479,BRCA,TCGA-A2-A25D-01A-12D-A16D-09,10,1
481,BRCA,TCGA-OL-A66L-01A-12D-A31U-09,2,1
482,BRCA,TCGA-A2-A3XU-01A-12D-A22X-09,3,1
483,BRCA,TCGA-A2-A25F-01A-11D-A167-09,4,1
484,BRCA,TCGA-E9-A1QZ-01A-21D-A167-09,5,1
485,BRCA,TCGA-AR-A250-01A-31D-A167-09,6,1
486,BRCA,TCGA-AR-A0TS-01A-11D-A10Y-09,7,1
487,BRCA,TCGA-C8-A27A-01A-11D-A167-09,8,1
488,BRCA,TCGA-BH-A209-01A-11D-A17G-09,9,1
489,BRCA,TCGA-B6-A0RP-01A-21D-A099-09,10,1
491,BRCA,TCGA-E9-A1RC-01A-11D-A159-09,2,1
492,BRCA,TCGA-OL-A5S0-01A-11D-A28B-09,3,1
493,BRCA,TCGA-A2-A0SX-01A-12D-A099-09,4,1
494,BRCA,TCGA-C8-A1HI-01A-11D-A135-09,5,1
495,BRCA,TCGA-BH-A6R8-01A-21D-A33E-09,6,1
496,BRCA,TCGA-EW-A1IW-01A-11D-A13L-09,7,1
497,BRCA,TCGA-AN-A0XL-01A-11D-A10M-09,8,1
498,BRCA,TCGA-AC-A62Y-01A-11D-A29N-09,9,1
499,BRCA,TCGA-OL-A6VO-01A-12D-A33E-09,10,1
501,BRCA,TCGA-AR-A24X-01A-11D-A167-09,2,1
502,BRCA,TCGA-A1-A0SO-01A-22D-A099-09,3,1
503,BRCA,TCGA-D8-A140-01A-11D-A10Y-09,4,1
504,BRCA,TCGA-PE-A5DE-01A-11D-A27P-09,5,1
505,BRCA,TCGA-E9-A1RF-01A-11D-A159-09,6,1
506,BRCA,TCGA-B6-A0RH-01A-21D-A10Y-09,7,1
507,BRCA,TCGA-AR-A24O-01A-11D-A167-09,8,1
508,BRCA,TCGA-C8-A12Z-01A-11D-A10Y-09,9,1
509,BRCA,TCGA-LL-A73Z-01A-11D-A32I-09,10,1
511,BRCA,TCGA-A7-A6VX-01A-12D-A33E-09,2,1
512,BRCA,TCGA-A2-A3KD-01A-12D-A20S-09,3,1
513,BRCA,TCGA-B6-A0RU-01A-11D-A099-09,4,1
514,BRCA,TCGA-D8-A147-01A-11D-A10Y-09,5,1
515,BRCA,TCGA-3C-AALI-01A-11D-A41F-09,6,1
516,BRCA,TCGA-AC-A6IW-01A-12D-A33E-09,7,1
517,BRCA,TCGA-E2-A108-01A-13D-A10M-09,8,1
518,BRCA,TCGA-D8-A1JG-01B-11D-A13L-09,9,1
519,BRCA,TCGA-E9-A228-01A-31D-A159-09,10,1
521,BRCA,TCGA-5T-A9QA-01A-11D-A41F-09,2,1
522,BRCA,TCGA-D8-A1JN-01A-11D-A13L-09,3,1
523,BRCA,TCGA-EW-A6S9-01A-22D-A33E-09,4,1
524,BRCA,TCGA-A2-A0T4-01A-31D-A099-09,5,1
525,BRCA,TCGA-E9-A3X8-01A-31D-A22X-09,6,1
526,BRCA,TCGA-AQ-A0Y5-01A-11D-A14K-09,7,1
527,BRCA,TCGA-E9-A2JT-01A-22D-A18P-09,8,1
528,BRCA,TCGA-AR-A24N-01A-11D-A167-09,9,1
529,BRCA,TCGA-AR-A1AT-01A-11D-A12Q-09,10,1
531,BRCA,TCGA-BH-A0B0-01A-21D-A10Y-09,2,1
532,BRCA,TCGA-BH-A18M-01A-11D-A12B-09,3,1
533,BRCA,TCGA-D8-A1XO-01A-11D-A14K-09,4,1
534,BRCA,TCGA-GM-A2DL-01A-11D-A18P-09,5,1
535,BRCA,TCGA-D8-A27L-01A-11D-A16D-09,6,1
536,BRCA,TCGA-E2-A1L7-01A-11D-A142-09,7,1
537,BRCA,TCGA-LD-A7W6-01A-81D-A351-09,8,1
538,BRCA,TCGA-A2-A0CS-01A-11D-A10Y-09,9,1
539,BRCA,TCGA-A2-A1G0-01A-11D-A13L-09,10,1
541,BRCA,TCGA-E9-A5UO-01A-11D-A28B-09,2,1
542,BRCA,TCGA-A2-A4S3-01A-21D-A25Q-09,3,1
543,BRCA,TCGA-S3-AA12-01A-11D-A41F-09,4,1
544,BRCA,TCGA-AR-A2LM-01A-11D-A17W-09,5,1
545,BRCA,TCGA-D8-A27H-01A-11D-A16D-09,6,1
546,BRCA,TCGA-B6-A0RL-01A-11D-A099-09,7,1
547,BRCA,TCGA-S3-A6ZH-01A-22D-A32I-09,8,1
548,BRCA,TCGA-A7-A26G-01A-21D-A167-09,9,1
549,BRCA,TCGA-LD-A74U-01A-13D-A33E-09,10,1
551,BRCA,TCGA-EW-A1P8-01A-11D-A142-09,2,1
552,BRCA,TCGA-E2-A2P6-01A-11D-A19Y-09,3,1
553,BRCA,TCGA-LL-A7T0-01A-31D-A351-09,4,1
554,BRCA,TCGA-OL-A5RX-01A-11D-A28B-09,5,1
555,BRCA,TCGA-BH-A0BJ-01A-11W-A071-09,6,1
556,BRCA,TCGA-A1-A0SB-01A-11D-A142-09,7,1
557,BRCA,TCGA-BH-A0DV-01A-21D-A12Q-09,8,1
558,BRCA,TCGA-A7-A425-01A-11D-A243-09,9,1
559,BRCA,TCGA-A2-A0CW-01A-21D-A10Y-09,10,1
561,BRCA,TCGA-BH-A0DK-01A-21W-A071-09,2,1
562,BRCA,TCGA-B6-A0IH-01A-11D-A10Y-09,3,1
563,BRCA,TCGA-A7-A13G-01A-11D-A13L-09,4,1
564,BRCA,TCGA-AC-A2FG-01A-11D-A17D-09,5,1
565,BRCA,TCGA-E2-A1IF-01A-11D-A142-09,6,1
566,BRCA,TCGA-BH-A1ET-01A-11D-A135-09,7,1
567,BRCA,TCGA-LL-A6FP-01A-11D-A31U-09,8,1
568,BRCA,TCGA-A8-A075-01A-11D-A099-09,9,1
569,BRCA,TCGA-D8-A27E-01A-11D-A16D-09,10,1
571,BRCA,TCGA-A7-A26H-01A-11D-A167-09,2,1
572,BRCA,TCGA-AC-A3QP-01A-11D-A22X-09,3,1
573,BRCA,TCGA-PL-A8LV-01A-21D-A41F-09,4,1
574,BRCA,TCGA-C8-A27B-01A-11D-A167-09,5,1
575,BRCA,TCGA-A1-A0SJ-01A-11D-A099-09,6,1
576,BRCA,TCGA-AC-A3YI-01A-21D-A23C-09,7,1
577,BRCA,TCGA-AR-A24M-01A-11D-A167-09,8,1
578,BRCA,TCGA-A7-A4SC-01A-12D-A25Q-09,9,1
579,BRCA,TCGA-A7-A6VV-01A-22D-A33E-09,10,1
581,BRCA,TCGA-E2-A14O-01A-31D-A10Y-09,2,1
582,BRCA,TCGA-C8-A1HM-01A-12D-A135-09,3,1
583,BRCA,TCGA-A2-A3XV-01A-21D-A23C-09,4,1
584,BRCA,TCGA-A2-A0YH-01A-11D-A10G-09,5,1
585,BRCA,TCGA-A2-A0T0-01A-22D-A099-09,6,1
586,BRCA,TCGA-E2-A14P-01A-31D-A12B-09,7,1
587,BRCA,TCGA-A2-A3XX-01A-21D-A23C-09,8,1
588,BRCA,TCGA-D8-A1JE-01A-11D-A13L-09,9,1
589,BRCA,TCGA-S3-AA17-01A-11D-A41F-09,10,1
591,BRCA,TCGA-AN-A0XW-01A-11D-A10G-09,2,1
592,BRCA,TCGA-3C-AALJ-01A-31D-A41F-09,3,1
593,BRCA,TCGA-BH-A204-01A-11D-A159-09,4,1
594,BRCA,TCGA-BH-A0RX-01A-21D-A099-09,5,1
595,BRCA,TCGA-BH-A0C1-01B-11D-A12B-09,6,1
596,BRCA,TCGA-GM-A2DK-01A-21D-A17W-09,7,1
597,BRCA,TCGA-D8-A1JF-01A-11D-A13L-09,8,1
598,BRCA,TCGA-AR-A251-01A-12D-A167-09,9,1
599,BRCA,TCGA-E2-A15P-01A-11D-A10Y-09,10,1
601,BRCA,TCGA-E9-A1RI-01A-11D-A167-09,2,1
602,BRCA,TCGA-A2-A0YL-01A-21D-A10G-09,3,1
603,BRCA,TCGA-D8-A1XG-01A-11D-A14G-09,4,1
604,BRCA,TCGA-D8-A1XR-01A-11D-A14K-09,5,1
605,BRCA,TCGA-EW-A1P5-01A-11D-A142-09,6,1
606,BRCA,TCGA-C8-A8HP-01A-11D-A36J-09,7,1
607,BRCA,TCGA-E9-A227-01A-11D-A159-09,8,1
608,BRCA,TCGA-B6-A0RV-01A-11D-A099-09,9,1
609,BRCA,TCGA-BH-A0B3-01A-11W-A071-09,10,1
611,BRCA,TCGA-A7-A5ZW-01A-12D-A29N-09,2,1
612,BRCA,TCGA-AR-A24W-01A-11D-A17G-09,3,1
613,BRCA,TCGA-E2-A158-01A-11D-A12B-09,4,1
614,BRCA,TCGA-BH-A42U-01A-12D-A243-09,5,1
615,BRCA,TCGA-BH-A0WA-01A-11D-A10G-09,6,1
616,BRCA,TCGA-E9-A24A-01A-11D-A167-09,7,1
617,BRCA,TCGA-A2-A0T5-01A-21D-A099-09,8,1
618,BRCA,TCGA-AC-A2QH-01A-11D-A18P-09,9,1
619,BRCA,TCGA-EW-A6SD-01A-12D-A33E-09,10,1
621,BRCA,TCGA-D8-A27I-01A-11D-A16D-09,2,1
622,BRCA,TCGA-AN-A0XT-01A-11D-A10G-09,3,1
623,BRCA,TCGA-AR-A254-01A-21D-A167-09,4,1
624,BRCA,TCGA-BH-A0BL-01A-11D-A10Y-09,5,1
625,BRCA,TCGA-A1-A0SF-01A-11D-A142-09,6,1
626,BRCA,TCGA-OL-A5D8-01A-11D-A27P-09,7,1
627,BRCA,TCGA-AO-A129-01A-21D-A10M-09,8,1
628,BRCA,TCGA-C8-A1HN-01A-11D-A135-09,9,1
629,BRCA,TCGA-LL-A8F5-01A-11D-A36J-09,10,1
631,BRCA,TCGA-E2-A15T-01A-11D-A10Y-09,2,1
632,BRCA,TCGA-AC-A2FB-01A-11D-A17D-09,3,1
633,BRCA,TCGA-BH-A8FY-01A-11D-A36J-09,4,1
634,BRCA,TCGA-A2-A0ES-01A-11D-A10Y-09,5,1
635,BRCA,TCGA-BH-A0E1-01A-11W-A071-09,6,1
636,BRCA,TCGA-E9-A5FL-01A-11D-A27P-09,7,1
637,BRCA,TCGA-AR-A0TQ-01A-11D-A099-09,8,1
638,BRCA,TCGA-E2-A15R-01A-11D-A10Y-09,9,1
639,BRCA,TCGA-C8-A12V-01A-11D-A10Y-09,10,1
641,BRCA,TCGA-AC-A62X-01A-11D-A29N-09,2,1
642,BRCA,TCGA-BH-A0E9-01B-11D-A10Y-09,3,1
643,BRCA,TCGA-AR-A252-01A-11D-A167-09,4,1
644,BRCA,TCGA-BH-A18Q-01A-12D-A12B-09,5,1
645,BRCA,TCGA-D8-A27N-01A-11D-A16D-09,6,1
646,BRCA,TCGA-BH-A0BP-01A-11D-A10Y-09,7,1
647,BRCA,TCGA-A2-A3Y0-01A-11D-A23C-09,8,1
648,BRCA,TCGA-OL-A5RZ-01A-11D-A28B-09,9,1
649,BRCA,TCGA-C8-A1HL-01A-11D-A135-09,10,1
651,BRCA,TCGA-AO-A03M-01B-11D-A10M-09,2,1
652,BRCA,TCGA-A2-A4S1-01A-21D-A25Q-09,3,1
653,BRCA,TCGA-C8-A12X-01A-11D-A10Y-09,4,1
654,BRCA,TCGA-E2-A1II-01A-11D-A142-09,5,1
655,BRCA,TCGA-AR-A2LH-01A-31D-A18P-09,6,1
656,BRCA,TCGA-E2-A1B4-01A-11D-A12Q-09,7,1
657,BRCA,TCGA-E2-A14Z-01A-11D-A10Y-09,8,1
658,BRCA,TCGA-A2-A0CV-01A-31D-A10Y-09,9,1
659,BRCA,TCGA-E2-A107-01A-11D-A10M-09,10,1
661,BRCA,TCGA-EW-A6SC-01A-12D-A32I-09,2,1
662,BRCA,TCGA-AQ-A04H-01B-11D-A10M-09,3,1
663,BRCA,TCGA-BH-A0E0-01A-11W-A071-09,4,1
664,BRCA,TCGA-A2-A0YT-01A-11D-A10G-09,5,1
665,BRCA,TCGA-AC-A3QQ-01A-11D-A228-09,6,1
666,BRCA,TCGA-OL-A66H-01A-11D-A29N-09,7,1
667,BRCA,TCGA-E2-A14W-01A-11D-A12B-09,8,1
668,BRCA,TCGA-BH-A0BA-01A-11W-A071-09,9,1
669,BRCA,TCGA-HN-A2OB-01A-21D-A27P-09,10,1
671,BRCA,TCGA-W8-A86G-01A-21D-A36J-09,2,1
672,BRCA,TCGA-AR-A5QP-01A-11D-A28B-09,3,1
673,BRCA,TCGA-D8-A27K-01A-11D-A16D-09,4,1
674,BRCA,TCGA-AO-A1KR-01A-12D-A142-09,5,1
675,BRCA,TCGA-A2-A04U-01A-11D-A10Y-09,6,1
676,BRCA,TCGA-S3-AA0Z-01A-11D-A41F-09,7,1
677,BRCA,TCGA-A1-A0SG-01A-11D-A142-09,8,1
678,BRCA,TCGA-E2-A1IJ-01A-11D-A142-09,9,1
679,BRCA,TCGA-GM-A2DC-01A-11D-A18P-09,10,1
681,BRCA,TCGA-AR-A1AU-01A-11D-A12Q-09,2,1
682,BRCA,TCGA-AR-A0TZ-01A-12D-A099-09,3,1
683,BRCA,TCGA-A2-A0YJ-01A-11D-A10G-09,4,1
684,BRCA,TCGA-EW-A6SB-01A-12D-A32I-09,5,1
685,BRCA,TCGA-GM-A2DN-01A-11D-A17W-09,6,1
686,BRCA,TCGA-AR-A24R-01A-11D-A167-09,7,1
687,BRCA,TCGA-V7-A7HQ-01A-11D-A33E-09,8,1
688,BRCA,TCGA-E2-A1LH-01A-11D-A14G-09,9,1
689,BRCA,TCGA-BH-A0W7-01A-11D-A10Y-09,10,1
691,BRCA,TCGA-D8-A27T-01A-11D-A16D-09,2,1
692,BRCA,TCGA-E2-A574-01A-11D-A29N-09,3,1
693,BRCA,TCGA-XX-A899-01A-11D-A36J-09,4,1
694,BRCA,TCGA-C8-A1HK-01A-21D-A13L-09,5,1
695,BRCA,TCGA-D8-A1XK-01A-21D-A14K-09,6,1
696,BRCA,TCGA-E9-A1N5-01A-11D-A14G-09,7,1
697,BRCA,TCGA-E2-A1IO-01A-11D-A142-09,8,1
698,BRCA,TCGA-E2-A1LB-01A-11D-A142-09,9,1
699,BRCA,TCGA-A7-A0DA-01A-31D-A10Y-09,10,1
701,BRCA,TCGA-B6-A0WX-01A-11D-A10G-09,2,1
702,BRCA,TCGA-BH-A1FN-01A-11D-A13L-09,3,1
703,BRCA,TCGA-BH-A8G0-01A-11D-A351-09,4,1
704,BRCA,TCGA-AR-A2LE-01A-11D-A17W-09,5,1
705,BRCA,TCGA-C8-A12T-01A-11D-A10Y-09,6,1
706,BRCA,TCGA-EW-A1P0-01A-11D-A142-09,7,1
707,BRCA,TCGA-BH-A0W5-01A-11D-A10G-09,8,1
708,BRCA,TCGA-BH-AB28-01A-31D-A41F-09,9,1
709,BRCA,TCGA-E9-A1NF-01A-11D-A14G-09,10,1
711,BRCA,TCGA-E9-A1RG-01A-11D-A14G-09,2,1
712,BRCA,TCGA-C8-A133-01A-32D-A12B-09,3,1
713,BRCA,TCGA-A2-A0EP-01A-52D-A22X-09,4,1
714,BRCA,TCGA-B6-A0X7-01A-11D-A10M-09,5,1
715,BRCA,TCGA-BH-A0DE-01A-11D-A10Y-09,6,1
716,BRCA,TCGA-E9-A3HO-01A-11D-A20S-09,7,1
717,BRCA,TCGA-LL-A740-01A-21D-A32I-09,8,1
718,BRCA,TCGA-AN-A0XO-01A-11D-A10G-09,9,1
719,BRCA,TCGA-AC-A2BM-01A-11D-A21Q-09,10,1
721,BRCA,TCGA-OL-A66J-01A-11D-A29N-09,2,1
722,BRCA,TCGA-AO-A12A-01A-21D-A10Y-09,3,1
723,BRCA,TCGA-OL-A6VR-01A-32D-A33E-09,4,1
724,BRCA,TCGA-C8-A1HF-01A-11D-A135-09,5,1
725,BRCA,TCGA-AC-A3YJ-01A-11D-A22X-09,6,1
726,BRCA,TCGA-A2-A04N-01A-11D-A10Y-09,7,1
727,BRCA,TCGA-BH-A0DL-01A-11D-A10Y-09,8,1
728,BRCA,TCGA-D8-A1X9-01A-12D-A159-09,9,1
729,BRCA,TCGA-A2-A0T6-01A-11D-A099-09,10,1
731,BRCA,TCGA-D8-A73W-01A-22D-A351-09,2,1
732,BRCA,TCGA-BH-A1EX-01A-11D-A13L-09,3,1
733,BRCA,TCGA-A2-A1FV-01A-11D-A13L-09,4,1
734,BRCA,TCGA-AR-A0U3-01A-11D-A10G-09,5,1
735,BRCA,TCGA-E9-A243-01A-21D-A167-09,6,1
736,BRCA,TCGA-UL-AAZ6-01A-11D-A41F-09,7,1
737,BRCA,TCGA-A2-A0D3-01A-11D-A10Y-09,8,1
738,BRCA,TCGA-B6-A40B-01A-11D-A23C-09,9,1
739,BRCA,TCGA-AC-A6NO-01A-12D-A33E-09,10,1
741,BRCA,TCGA-BH-A0H3-01A-11D-A12Q-09,2,1
742,BRCA,TCGA-BH-A0AV-01A-31D-A10Y-09,3,1
743,BRCA,TCGA-AQ-A1H2-01A-11D-A13L-09,4,1
744,BRCA,TCGA-EW-A2FW-01A-11D-A17D-09,5,1
745,BRCA,TCGA-D8-A1X7-01A-11D-A14K-09,6,1
746,BRCA,TCGA-E2-A150-01A-11D-A12B-09,7,1
747,BRCA,TCGA-LL-A9Q3-01A-11D-A41F-09,8,1
748,BRCA,TCGA-OL-A5RV-01A-12D-A28B-09,9,1
749,BRCA,TCGA-AC-A8OS-01A-12D-A41F-09,10,1
751,BRCA,TCGA-E9-A248-01A-11D-A167-09,2,1
752,BRCA,TCGA-BH-A0DI-01A-21D-A12Q-09,3,1
753,BRCA,TCGA-D8-A1JM-01A-11D-A13L-09,4,1
754,BRCA,TCGA-BH-A0DD-01A-31D-A12Q-09,5,1
755,BRCA,TCGA-4H-AAAK-01A-12D-A41F-09,6,1
756,BRCA,TCGA-BH-A0EA-01A-11D-A10Y-09,7,1
757,BRCA,TCGA-PL-A8LZ-01A-31D-A36J-09,8,1
758,BRCA,TCGA-OL-A6VQ-01A-12D-A41F-09,9,1
759,BRCA,TCGA-E2-A153-01A-12D-A12B-09,10,1
761,BRCA,TCGA-E2-A14X-01A-11D-A10Y-09,2,1
762,BRCA,TCGA-BH-A0EI-01A-11D-A10Y-09,3,1
763,BRCA,TCGA-E9-A1N4-01A-11D-A14K-09,4,1
764,BRCA,TCGA-LL-A50Y-01A-11D-A25Q-09,5,1
765,BRCA,TCGA-LL-A5YN-01A-11D-A28B-09,6,1
766,BRCA,TCGA-BH-A0AY-01A-21W-A019-09,7,1
767,BRCA,TCGA-LL-A5YO-01A-21D-A28B-09,8,1
768,BRCA,TCGA-E9-A22H-01A-11D-A159-09,9,1
769,BRCA,TCGA-D8-A143-01A-11D-A10Y-09,10,1
771,BRCA,TCGA-BH-A0HA-01A-11D-A12Q-09,2,1
772,BRCA,TCGA-AR-A2LK-01A-11D-A17W-09,3,1
773,BRCA,TCGA-EW-A1IY-01A-11D-A188-09,4,1
774,BRCA,TCGA-A2-A25E-01A-11D-A167-09,5,1
775,BRCA,TCGA-D8-A1XL-01A-11D-A14K-09,6,1
776,BRCA,TCGA-E2-A56Z-01A-12D-A29N-09,7,1
777,BRCA,TCGA-LL-A6FR-01A-12D-A31U-09,8,1
778,BRCA,TCGA-B6-A0WT-01A-11D-A10G-09,9,1
779,BRCA,TCGA-PE-A5DD-01A-12D-A27P-09,10,1
781,BRCA,TCGA-E9-A22B-01A-11D-A159-09,2,1
782,BRCA,TCGA-BH-A0H7-01A-13W-A071-09,3,1
783,BRCA,TCGA-AO-A12F-01A-11D-A10Y-09,4,1
784,BRCA,TCGA-BH-A1FC-01A-11D-A13L-09,5,1
785,BRCA,TCGA-C8-A1HG-01A-11D-A135-09,6,1
786,BRCA,TCGA-BH-A208-01A-11D-A159-09,7,1
787,BRCA,TCGA-GM-A2DM-01A-11D-A17W-09,8,1
788,BRCA,TCGA-A1-A0SH-01A-11D-A099-09,9,1
789,BRCA,TCGA-E9-A226-01A-21D-A159-09,10,1
791,BRCA,TCGA-EW-A1J3-01A-11D-A13L-09,2,1
792,BRCA,TCGA-AR-A24L-01A-11D-A167-09,3,1
793,BRCA,TCGA-D8-A1JC-01A-11D-A13L-09,4,1
794,BRCA,TCGA-A7-A6VY-01A-12D-A33E-09,5,1
795,BRCA,TCGA-E2-A1LK-01A-21D-A14G-09,6,1
796,BRCA,TCGA-BH-A42V-01A-11D-A243-09,7,1
797,BRCA,TCGA-AC-A62V-01A-11D-A31U-09,8,1
798,BRCA,TCGA-AO-A125-01A-11D-A10M-09,9,1
799,BRCA,TCGA-WT-AB44-01A-11D-A41F-09,10,1
801,BRCA,TCGA-E2-A1B0-01A-11D-A12Q-09,2,1
802,BRCA,TCGA-BH-A1EV-01A-11D-A135-09,3,1
803,BRCA,TCGA-AR-A24P-01A-11D-A167-09,4,1
804,BRCA,TCGA-E9-A1R6-01A-11D-A14G-09,5,1
805,BRCA,TCGA-E2-A15A-01A-11D-A12B-09,6,1
806,BRCA,TCGA-BH-A0DO-01B-11D-A12B-09,7,1
807,BRCA,TCGA-C8-A3M7-01A-12D-A21Q-09,8,1
808,BRCA,TCGA-AQ-A7U7-01A-22D-A351-09,9,1
809,BRCA,TCGA-D8-A1X6-01A-11D-A14K-09,10,1
811,BRCA,TCGA-A2-A04R-01A-41D-A117-09,2,1
812,BRCA,TCGA-EW-A2FV-01A-11D-A17D-09,3,1
813,BRCA,TCGA-E9-A1R4-01A-21D-A14G-09,4,1
814,BRCA,TCGA-WT-AB41-01A-11D-A41F-09,5,1
815,BRCA,TCGA-BH-A0DG-01A-21D-A12Q-09,6,1
816,BRCA,TCGA-D8-A73U-01A-11D-A33E-09,7,1
817,BRCA,TCGA-AC-A3OD-01A-11D-A21Q-09,8,1
818,BRCA,TCGA-C8-A138-01A-11D-A10Y-09,9,1
819,BRCA,TCGA-E2-A9RU-01A-11D-A41F-09,10,1
821,BRCA,TCGA-A7-A0CH-01A-21W-A019-09,2,1
822,BRCA,TCGA-BH-A0AZ-01A-21D-A12Q-09,3,1
823,BRCA,TCGA-AR-A1AN-01A-11D-A12Q-09,4,1
824,BRCA,TCGA-C8-A1HJ-01A-11D-A13L-09,5,1
825,BRCA,TCGA-D8-A13Z-01A-11D-A10Y-09,6,1
826,BRCA,TCGA-AR-A1AX-01A-11D-A12Q-09,7,1
827,BRCA,TCGA-AR-A1AV-01A-21D-A12Q-09,8,1
828,BRCA,TCGA-AR-A1AI-01A-11D-A12Q-09,9,1
829,BRCA,TCGA-E2-A1LI-01A-12D-A159-09,10,1
831,BRCA,TCGA-GM-A3NW-01A-21D-A228-09,2,1
832,BRCA,TCGA-AR-A0U0-01A-11D-A10G-09,3,1
833,BRCA,TCGA-E2-A15J-01A-11D-A12Q-09,4,1
834,BRCA,TCGA-BH-A0DQ-01A-11D-A099-09,5,1
835,BRCA,TCGA-AR-A0TP-01A-11D-A099-09,6,1
836,BRCA,TCGA-BH-A1FE-01A-11D-A13L-09,7,1
837,BRCA,TCGA-C8-A134-01A-11D-A10Y-09,8,1
838,BRCA,TCGA-A7-A13F-01A-11D-A12Q-09,9,1
839,BRCA,TCGA-E9-A2JS-01A-11D-A17W-09,10,1
841,BRCA,TCGA-A2-A4S2-01A-12D-A25Q-09,2,1
842,BRCA,TCGA-D8-A142-01A-11D-A10Y-09,3,1
843,BRCA,TCGA-BH-A0W4-01A-11D-A10G-09,4,1
844,BRCA,TCGA-BH-A18V-01A-11D-A12B-09,5,1
845,BRCA,TCGA-C8-A26V-01A-11D-A16D-09,6,1
846,BRCA,TCGA-D8-A27G-01A-11D-A16D-09,7,1
847,BRCA,TCGA-GM-A2DO-01A-11D-A19Y-09,8,1
848,BRCA,TCGA-C8-A9FZ-01A-11D-A41F-09,9,1
849,BRCA,TCGA-BH-A18H-01A-11D-A12B-09,10,1
851,BRCA,TCGA-D8-A4Z1-01A-21D-A25Q-09,2,1
852,BRCA,TCGA-BH-A1FR-01A-11D-A13L-09,3,1
853,BRCA,TCGA-C8-A1HE-01A-11D-A188-09,4,1
854,BRCA,TCGA-E9-A247-01A-11D-A167-09,5,1
855,BRCA,TCGA-E2-A10F-01A-11D-A10M-09,6,1
856,BRCA,TCGA-D8-A1XS-01A-11D-A14K-09,7,1
857,BRCA,TCGA-D8-A141-01A-11D-A10Y-09,8,1
858,BRCA,TCGA-3C-AALK-01A-11D-A41F-09,9,1
859,BRCA,TCGA-GM-A2DF-01A-11D-A17W-09,10,1
861,BRCA,TCGA-LL-A7SZ-01A-32D-A351-09,2,1
862,BRCA,TCGA-OK-A5Q2-01A-11D-A27P-09,3,1
863,BRCA,TCGA-OL-A5D7-01A-11D-A27P-09,4,1
864,BRCA,TCGA-BH-A1F2-01A-31D-A13L-09,5,1
865,BRCA,TCGA-E2-A1B6-01A-31D-A12Q-09,6,1
866,BRCA,TCGA-AN-A0XV-01A-11D-A10G-09,7,1
867,BRCA,TCGA-E2-A1L8-01A-11D-A13L-09,8,1
868,BRCA,TCGA-AR-A0U2-01A-11D-A10G-09,9,1
