,samples,nm_class,slices,fold
60,cbd429f-ffab-41ad-8016-422f1c922e99.csv,CNS-Medullo,4,1
61,f00a760-fbc0-41f0-b92b-b3c553eac0e5.csv,CNS-Medullo,5,1
62,f096d7b-a1ea-4cc2-af73-10108089ae84.csv,CNS-Medullo,6,1
63,fa88c3a-dbc1-43f2-82b2-e0592f35ce57.csv,CNS-Medullo,7,1
64,37208b2-d8b6-45a3-a389-6f34db18fea4.csv,CNS-Medullo,8,1
65,551ec26-4166-4d4f-bee2-444ea2466978.csv,CNS-Medullo,9,1
66,8956108-2606-4696-b038-462b6c432398.csv,CNS-Medullo,10,1
68,d2a5ee7-9e46-4c09-a982-7b61b5d9bdea.csv,CNS-Medullo,2,1
69,d3d5531-16b4-46ec-bd7e-394946855d62.csv,CNS-Medullo,3,1
70,06a1085-5994-4d04-b56b-d301c9ed5afa.csv,CNS-Medullo,4,1
71,0990332-7702-45e2-84cb-8bbff773f160.csv,CNS-Medullo,5,1
72,2b62805-76f9-476a-b876-a781e69a2c90.csv,CNS-Medullo,6,1
73,5e1bdbc-474e-4367-9b4a-963b31f3b297.csv,CNS-Medullo,7,1
74,bd4d5e2-69ee-4264-93e4-2ba01418c460.csv,CNS-Medullo,8,1
75,dddd413-d2c6-4f75-bbf6-3b202877546e.csv,CNS-Medullo,9,1
76,f22b0f7-4040-4c84-939e-894c3050ef5d.csv,CNS-Medullo,10,1
78,68c95ad-45df-4f8e-9553-b7c2c5679deb.csv,CNS-Medullo,2,1
79,6ae34f9-e16a-4593-8e55-b1296782bc1f.csv,CNS-Medullo,3,1
80,80e6970-0131-4966-b13e-8614d33f0df7.csv,CNS-Medullo,4,1
81,89fb525-5055-4408-a12e-17f1225c9d29.csv,CNS-Medullo,5,1
82,a8dd718-c46e-462a-9793-83d88f5caa7f.csv,CNS-Medullo,6,1
83,bda75a6-86b9-458e-948b-05049b4c52ce.csv,CNS-Medullo,7,1
84,efb116f-4ecf-4191-8ebf-90a94c1880cf.csv,CNS-Medullo,8,1
85,06f6f1e-569d-4ce2-9273-1f305782f77f.csv,CNS-Medullo,9,1
86,09f3c5d-89fc-419b-a654-75ac1dbb149f.csv,CNS-Medullo,10,1
88,24bcc4a-c982-43bf-8bbb-641dc983d65e.csv,CNS-Medullo,2,1
89,3be2990-bceb-45fd-aca5-3358d96e9d5a.csv,CNS-Medullo,3,1
90,6e62134-b8cc-4931-9c99-1193448c7c93.csv,CNS-Medullo,4,1
91,7f451e5-a1cc-4f29-8318-0e6ae74efe2f.csv,CNS-Medullo,5,1
92,be1246b-3dc1-4928-8b89-2d5ed0c866e8.csv,CNS-Medullo,6,1
93,beb4126-0112-4c06-80a3-e5dd1c2b88d5.csv,CNS-Medullo,7,1
94,2a4021e-1273-4c18-907c-d20454ab898c.csv,CNS-Medullo,8,1
95,65bcd07-c47d-4bda-a2bf-21f68cef2f3b.csv,CNS-Medullo,9,1
96,a018d90-5250-4313-9f7c-a3f196765e07.csv,CNS-Medullo,10,1
98,a5907cb-3be3-4e23-982d-719417baeb37.csv,CNS-Medullo,2,1
99,c1bd179-8285-468c-ab9f-7f91151ca0f2.csv,CNS-Medullo,3,1
100,ca4d810-9540-4ce3-8ceb-72d396c9b704.csv,CNS-Medullo,4,1
101,e464652-2f8c-4d94-8b08-cd8f1d29256e.csv,CNS-Medullo,5,1
102,ed4363b-19b8-4cb5-aa34-a442410d0796.csv,CNS-Medullo,6,1
103,061cb06-e927-4f24-82bb-9e651f7ae0e3.csv,CNS-Medullo,7,1
104,0d1fde4-928f-4f4c-bff6-33b885582bb5.csv,CNS-Medullo,8,1
105,16780b0-75ba-4304-87e0-33f1e321b622.csv,CNS-Medullo,9,1
106,64173fc-abac-4695-902b-f0acf9444e9f.csv,CNS-Medullo,10,1
108,86678f3-c9cf-4ba4-8248-3efb2a7c4884.csv,CNS-Medullo,2,1
109,a5667da-7688-4931-bdb7-d65f391caf60.csv,CNS-Medullo,3,1
110,d1ce02b-bfaf-4cde-aaac-06097a12e248.csv,CNS-Medullo,4,1
111,dc039d6-4817-4e6f-b8c6-a40b1e8e1a06.csv,CNS-Medullo,5,1
112,f24366f-fd91-4d84-8b3d-eed80064250d.csv,CNS-Medullo,6,1
113,20cb5c8-a6d0-4150-b72b-3f7e8909d72b.csv,CNS-Medullo,7,1
114,4c776f8-ee3f-4cce-beb9-8dcf262cdcdf.csv,CNS-Medullo,8,1
115,59188a8-c6bb-433c-97fe-69f79a126d03.csv,CNS-Medullo,9,1
116,6224ab0-74f5-4f0a-9fe0-c083f806c853.csv,CNS-Medullo,10,1
118,b56e4c2-2fff-4f09-be34-fbdaa3794b35.csv,CNS-Medullo,2,1
119,b89cea8-f78e-4024-97c2-8f24debee1bc.csv,CNS-Medullo,3,1
120,c39b534-5ba1-4ea0-956b-676f6732beec.csv,CNS-Medullo,4,1
121,c69fe94-0ecf-45ad-a03f-8fb7198e8657.csv,CNS-Medullo,5,1
122,c6ab103-f07c-4b80-8c8e-cddc8a4da02e.csv,CNS-Medullo,6,1
123,d2a045b-fbde-49c6-8be6-c0e3ecee246f.csv,CNS-Medullo,7,1
124,dc672cc-35df-4f10-88f1-d3e40dabf601.csv,CNS-Medullo,8,1
125,e6154e9-3f3a-442f-a608-35e1bab66927.csv,CNS-Medullo,9,1
126,0161ca7-3c33-4fe5-80df-0cc4b3c4e8ee.csv,CNS-Medullo,10,1
128,4ea36e2-1323-4441-8c63-40ce269608f4.csv,CNS-Medullo,2,1
129,5f92ce6-796f-480d-bf98-e1080a279207.csv,CNS-Medullo,3,1
130,609ce92-9edd-4286-bd5f-b93304cae9a2.csv,CNS-Medullo,4,1
131,8995dfa-a780-4fe6-b3f8-fb464f51a1cf.csv,CNS-Medullo,5,1
132,8e2af63-afe0-4f15-88b4-78118cf68160.csv,CNS-Medullo,6,1
133,9338d73-1d5e-4808-91f2-b5a09f7342de.csv,CNS-Medullo,7,1
134,23462f2-cb86-4a3e-8521-221f4bec247c.csv,CNS-Medullo,8,1
135,76128b3-8629-4ffd-b02a-e3f0aae8b1a9.csv,CNS-Medullo,9,1
136,9d607e8-41c3-4210-870b-a9ab9b1d1c8c.csv,CNS-Medullo,10,1
138,d1f5a41-921f-469a-bc04-306a5435e067.csv,CNS-Medullo,2,1
139,d46bb2e-97e3-4914-a086-de80e00d6ee8.csv,CNS-Medullo,3,1
140,dc070db-b768-478f-ae75-4c4012bdc3fe.csv,CNS-Medullo,4,1
141,15989a1-e820-4879-a535-438277acad49.csv,CNS-Medullo,5,1
142,2d18ad2-2f18-4c1d-8b35-46f999a82f30.csv,CNS-Medullo,6,1
143,663ff15-c8d3-4bff-8bf9-bf8e983579e0.csv,CNS-Medullo,7,1
144,8d89ae2-2c7d-40ae-8d40-34b93b16efc9.csv,CNS-Medullo,8,1
145,ccb865d-83ed-4bfe-ad84-0689813ae977.csv,CNS-Medullo,9,1
0,03819bc-c415-4e76-887c-931d60ed39e7.csv,CNS-PiloAstro,10,1
2,2706819-bcab-4c49-a569-a4a8c60db1c0.csv,CNS-PiloAstro,2,1
3,292a46f-a282-4b7f-a7d6-ac55cc7324fb.csv,CNS-PiloAstro,3,1
4,6018aae-1107-4899-bd24-14e6b1f94709.csv,CNS-PiloAstro,4,1
5,c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d.csv,CNS-PiloAstro,5,1
6,1ae45fb-05f6-425a-9295-d50d13407006.csv,CNS-PiloAstro,6,1
7,29d2c6c-6688-4b29-bfa7-8df3fe77b25a.csv,CNS-PiloAstro,7,1
8,358ff92-4db9-4e42-b63a-984a7bea425a.csv,CNS-PiloAstro,8,1
9,a134c18-ced3-4bae-9f15-5f0f09526639.csv,CNS-PiloAstro,9,1
10,5e68b09-7d62-4449-a14a-8d09edd96db6.csv,CNS-PiloAstro,10,1
12,c2e5f87-bd22-4a5e-be71-3bcc2aefaf74.csv,CNS-PiloAstro,2,1
13,6160be6-368f-4cdb-b1ee-9ed5b64462fa.csv,CNS-PiloAstro,3,1
14,63d3a59-dce3-408d-a736-5c29ba9f9b6d.csv,CNS-PiloAstro,4,1
15,935af50-d992-4430-9909-e688347aead9.csv,CNS-PiloAstro,5,1
16,b4ff158-c6d8-4a26-9568-0634ddb4a609.csv,CNS-PiloAstro,6,1
17,baecfba-6977-4374-8bc9-22240abad9b5.csv,CNS-PiloAstro,7,1
18,3bf37e0-3dbc-4360-818c-fc1356d77495.csv,CNS-PiloAstro,8,1
19,6e503ae-461d-443a-869b-f261c5570de1.csv,CNS-PiloAstro,9,1
20,9900a43-d42e-4052-a8cb-1563b82ad0a0.csv,CNS-PiloAstro,10,1
22,a35b01f-5e19-4673-abea-d87fd1d605d0.csv,CNS-PiloAstro,2,1
23,2f2d49e-f24d-41d2-9f73-33bd1cc51bba.csv,CNS-PiloAstro,3,1
24,34d941c-ec2d-47eb-b2dc-d3f856d0b151.csv,CNS-PiloAstro,4,1
25,3ac794d-1067-43e0-8dc0-43b131f43ec5.csv,CNS-PiloAstro,5,1
26,714b52d-7048-41b5-8141-bf42d960abe4.csv,CNS-PiloAstro,6,1
27,7947014-053e-4c34-b6a7-9e6f36f48010.csv,CNS-PiloAstro,7,1
28,fe83740-0688-46fe-97b4-4c7c8cfa206e.csv,CNS-PiloAstro,8,1
29,239e340-d50c-45b1-a7ca-e1135671ae0f.csv,CNS-PiloAstro,9,1
30,2ac7c91-da99-4144-b927-e90528dcd8d4.csv,CNS-PiloAstro,10,1
32,7a2e34f-454e-4253-8f22-262fc74d312c.csv,CNS-PiloAstro,2,1
33,9d6142c-3a16-46c9-8bed-1f4edc267c4d.csv,CNS-PiloAstro,3,1
34,aba73ff-81e0-4f8d-ad12-e3136196e814.csv,CNS-PiloAstro,4,1
35,e516c4b-fee7-4336-8470-494588e645b3.csv,CNS-PiloAstro,5,1
36,f4d836f-e86f-4b12-9549-7117f59e3d4a.csv,CNS-PiloAstro,6,1
37,18c5a31-6b19-4f68-9fb9-79b0c00d64a5.csv,CNS-PiloAstro,7,1
38,59d30b2-ddb8-49e2-a604-57ff9222d3a0.csv,CNS-PiloAstro,8,1
39,ac3e543-3bc2-4a59-84fc-b5aa0def592c.csv,CNS-PiloAstro,9,1
40,f9382a5-f6da-4fe8-93ad-6adc91f508fa.csv,CNS-PiloAstro,10,1
42,9f34810-19c6-47bc-981d-98498b013686.csv,CNS-PiloAstro,2,1
43,ce95cae-6adb-4bac-b072-94e2d9b70017.csv,CNS-PiloAstro,3,1
44,fa7549d-d0a6-4216-9763-74b0f21c0fd7.csv,CNS-PiloAstro,4,1
45,24613ef-8732-4703-a387-136d37b2ba6b.csv,CNS-PiloAstro,5,1
46,4cf1801-a720-4b2f-aab5-0b76c8ccb242.csv,CNS-PiloAstro,6,1
47,55763f0-0735-418f-9ea4-3c980a966002.csv,CNS-PiloAstro,7,1
48,c949c63-aa63-4a84-ac5a-b5260775cee6.csv,CNS-PiloAstro,8,1
49,13ee768-1423-4fcc-b663-caaf6694acb3.csv,CNS-PiloAstro,9,1
50,742a46d-2594-4efe-a701-4a2737ffae81.csv,CNS-PiloAstro,10,1
52,a2654f4-94f9-487a-b415-85df69261161.csv,CNS-PiloAstro,2,1
53,fd1f2e0-343c-416d-8e8f-2177f312c2f0.csv,CNS-PiloAstro,3,1
54,1d2457d-3267-46ba-9fdf-663985e60538.csv,CNS-PiloAstro,4,1
55,61f7f76-f365-4071-a28d-bf354d5a670d.csv,CNS-PiloAstro,5,1
56,b45c6f5-49cb-418d-85bb-3ded165e2d07.csv,CNS-PiloAstro,6,1
57,b66787e-e0b2-45b6-b452-98a6c32132e7.csv,CNS-PiloAstro,7,1
58,b91765e-4c55-4e7d-93e8-77face8c91f4.csv,CNS-PiloAstro,8,1
59,c5160ae-d629-46c4-b068-7075876b9103.csv,CNS-PiloAstro,9,1
60,c69c97c-65c1-4e1c-a241-d17d3130e024.csv,CNS-PiloAstro,10,1
62,8f61136-0bea-4fb4-bb63-699af7f22146.csv,CNS-PiloAstro,2,1
63,9ca979d-b3ad-4ff0-92d0-140105413d28.csv,CNS-PiloAstro,3,1
64,b74d12c-eed1-4b14-8f93-d70e625eb65e.csv,CNS-PiloAstro,4,1
65,dc2c513-590f-444b-9347-32ba365313a7.csv,CNS-PiloAstro,5,1
66,00625b4-6e0e-4d96-8e4c-8f1ddcc7aded.csv,CNS-PiloAstro,6,1
67,1d2932b-f1c4-4080-9b75-dcf1ab0ab217.csv,CNS-PiloAstro,7,1
68,4ecbf52-f6a9-4394-9d3b-8eb8eee1b17b.csv,CNS-PiloAstro,8,1
69,884d070-6077-4155-9978-76aca7ba1e76.csv,CNS-PiloAstro,9,1
70,a10f77f-4414-4125-b359-de596421cca6.csv,CNS-PiloAstro,10,1
72,ccddb92-bb26-4dc9-a935-2320d089a54a.csv,CNS-PiloAstro,2,1
73,db6c68e-0c90-4bde-a011-523600ce8b29.csv,CNS-PiloAstro,3,1
74,e55876b-5d7d-46e7-bf3e-35db7a155300.csv,CNS-PiloAstro,4,1
75,e92d076-24b7-46eb-8df6-56094d264f3b.csv,CNS-PiloAstro,5,1
76,f6b025e-ccb7-4f1a-ba22-1dcf76e6554c.csv,CNS-PiloAstro,6,1
77,592e8db-b3d1-4ab5-ae0d-de4b5b4c0f1a.csv,CNS-PiloAstro,7,1
78,63fac5a-cc48-4ab4-b69d-3f0be6ad684d.csv,CNS-PiloAstro,8,1
79,68bc7b4-b6b1-4807-b52c-7c7a19cdc373.csv,CNS-PiloAstro,9,1
80,a351a5c-2982-4499-b631-c003deff7d33.csv,CNS-PiloAstro,10,1
82,a83f4e6-d2fa-481e-9e2f-e0489f3cbc93.csv,CNS-PiloAstro,2,1
83,f76231d-5a21-4bbd-9847-c01be6fe8916.csv,CNS-PiloAstro,3,1
84,0b46dcd-ce45-4405-8744-8f8b35606b75.csv,CNS-PiloAstro,4,1
85,21832da-df8b-43d4-9bf4-34ad72b1bcd9.csv,CNS-PiloAstro,5,1
86,4798483-9e32-4e6a-8bb5-6f45af2a8ac5.csv,CNS-PiloAstro,6,1
87,54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9.csv,CNS-PiloAstro,7,1
88,e4611c2-bd37-4605-adfe-60efe0392b03.csv,CNS-PiloAstro,8,1
0,0aa769d-622c-433e-8a8a-63fb5c41ea42.csv,ColoRect-AdenoCA,9,1
1,3cff38d-7e29-4409-a508-749bddb1b3df.csv,ColoRect-AdenoCA,10,1
3,5780d48-80e7-4d70-b00c-081f8a9519f2.csv,ColoRect-AdenoCA,2,1
4,80ecc31-756a-4a1b-a51e-d632ac8219f7.csv,ColoRect-AdenoCA,3,1
5,980e7fd-051d-45e9-9ca6-2baf073da4e8.csv,ColoRect-AdenoCA,4,1
6,0ad692b-4c3d-42de-9b5e-4968441388b3.csv,ColoRect-AdenoCA,5,1
7,4334aea-2dae-428c-9d4a-1a37878dfc3f.csv,ColoRect-AdenoCA,6,1
8,4c5b81d-da49-4db1-9834-77711c2b1d38.csv,ColoRect-AdenoCA,7,1
9,54f80bd-984c-4792-bb89-20c4da0c08e0.csv,ColoRect-AdenoCA,8,1
10,182ce2c-5941-4b65-9419-fc7966d5e6d5.csv,ColoRect-AdenoCA,9,1
11,cdc4cce-0877-4ec1-85f5-20c909912e65.csv,ColoRect-AdenoCA,10,1
13,03abbe5-4155-4a0d-bc3b-f8995261ca52.csv,ColoRect-AdenoCA,2,1
14,1e63f89-a6a9-40fb-823d-f41587bd73d8.csv,ColoRect-AdenoCA,3,1
15,1f02f48-44a4-445e-ac3d-e9bf3d8d25a2.csv,ColoRect-AdenoCA,4,1
16,c019b2f-52ec-40a8-99b5-98c1423ce627.csv,ColoRect-AdenoCA,5,1
17,019c219-c51e-479f-8a9d-cfa6816ed696.csv,ColoRect-AdenoCA,6,1
18,28c100f-d7d0-4860-a8fc-2bae6a4bba95.csv,ColoRect-AdenoCA,7,1
19,2d20028-0ddc-4dac-9f05-d674f8915f21.csv,ColoRect-AdenoCA,8,1
20,92b4e58-12e2-47b2-bd47-28f8607072fa.csv,ColoRect-AdenoCA,9,1
21,cfb0aee-6661-478a-8694-9d8ba15e46b7.csv,ColoRect-AdenoCA,10,1
23,b180356-cf58-4fad-a3d4-00fc12b43fcc.csv,ColoRect-AdenoCA,2,1
24,051f40a-99e5-4461-9255-0e70d757b4d5.csv,ColoRect-AdenoCA,3,1
25,3bc376e-5a3d-44fd-8d77-686dfc41e458.csv,ColoRect-AdenoCA,4,1
26,6701395-5a53-41bb-866b-3bbf08bc33ab.csv,ColoRect-AdenoCA,5,1
27,ca5c1bb-275b-4d05-948a-3c6c7d03fab9.csv,ColoRect-AdenoCA,6,1
28,11c8a16-3cf8-42d8-b29e-fd1e9ef1c82b.csv,ColoRect-AdenoCA,7,1
29,5ad15b9-8f9c-40c1-9ca6-1e8454fbd310.csv,ColoRect-AdenoCA,8,1
30,86fc3e4-e2bf-4914-9251-41c800ebb2fa.csv,ColoRect-AdenoCA,9,1
31,d59205a-65ec-4341-9748-28639d82ed29.csv,ColoRect-AdenoCA,10,1
33,5e29049-a5e8-49fa-a576-e113c7b2c2e3.csv,ColoRect-AdenoCA,2,1
34,853cbee-7931-49a6-b063-a806943a10ad.csv,ColoRect-AdenoCA,3,1
35,a929c55-35a6-4645-bb70-4b85d281b139.csv,ColoRect-AdenoCA,4,1
36,da641e4-9b12-4163-bd1e-9d5af91e5186.csv,ColoRect-AdenoCA,5,1
37,3ff786e-0165-4b02-8d27-806d422e93fc.csv,ColoRect-AdenoCA,6,1
38,e5f0a23-e184-4611-b42b-e882dcf23acd.csv,ColoRect-AdenoCA,7,1
39,0f94565-9169-49ee-8e6a-21bdc43d9de6.csv,ColoRect-AdenoCA,8,1
40,64000df-16e5-4b88-865f-5c680adf60eb.csv,ColoRect-AdenoCA,9,1
41,a06ae46-2336-4666-a3af-fc790daf8da4.csv,ColoRect-AdenoCA,10,1
43,6b6e1d3-c592-4836-bdad-d53af2dbcc9a.csv,ColoRect-AdenoCA,2,1
44,7f2e85a-3c6a-48b7-8a4f-2dec1d85359d.csv,ColoRect-AdenoCA,3,1
45,b6150f7-23e4-40f2-b466-6b6edd19c502.csv,ColoRect-AdenoCA,4,1
46,d3d7559-b583-4474-81df-4bf9232de3c2.csv,ColoRect-AdenoCA,5,1
47,0a0d845-32e2-4590-b909-29bd27b92900.csv,ColoRect-AdenoCA,6,1
48,3aff5d3-23c0-43ae-9c01-8ddd776b530b.csv,ColoRect-AdenoCA,7,1
49,3d65db3-36f9-41c7-8e5e-1683ce94dfcb.csv,ColoRect-AdenoCA,8,1
50,3daf373-1485-455e-a0a1-8e33d215d623.csv,ColoRect-AdenoCA,9,1
51,452293a-6148-4fcf-9fbc-446815016751.csv,ColoRect-AdenoCA,10,1
53,3ef5cad-4d6e-4f04-babb-a908ee02644b.csv,ColoRect-AdenoCA,2,1
54,c43c4b5-fb72-4a4a-af03-10c2d05ff159.csv,ColoRect-AdenoCA,3,1
55,cf4e05a-0912-4b93-ad66-323002f0c845.csv,ColoRect-AdenoCA,4,1
56,38b5d2e-5cab-45c7-bb0a-38b2efc5c156.csv,ColoRect-AdenoCA,5,1
57,4b9d98f-7b76-4eaa-9595-10b0973d5ff7.csv,ColoRect-AdenoCA,6,1
58,aff4626-615b-416a-b7a6-9d177dcc94a9.csv,ColoRect-AdenoCA,7,1
59,c453f67-6623-4e8c-b519-0bd79e4d4651.csv,ColoRect-AdenoCA,8,1
0,250e6f7-2538-4d1f-a8ff-ca34a7057dde.csv,Eso-AdenoCA,9,1
1,9497b9b-6fca-48cb-af97-161a3e434a51.csv,Eso-AdenoCA,10,1
3,ef92ff8-829f-425a-91d8-c594b6e22a2b.csv,Eso-AdenoCA,2,1
4,efb6e20-236d-4640-9373-6fc03e67d090.csv,Eso-AdenoCA,3,1
5,34c9a92-e91e-4347-a9c4-727279edebb1.csv,Eso-AdenoCA,4,1
6,5e7d981-8c27-4b2b-b4f8-626e22021895.csv,Eso-AdenoCA,5,1
7,bb2bdb7-8a89-4e7d-903d-03a6f8018efb.csv,Eso-AdenoCA,6,1
8,f967003-82d6-4932-a445-24fc25723594.csv,Eso-AdenoCA,7,1
9,3fa90d5-b273-4e2c-9c88-68aa57b60e97.csv,Eso-AdenoCA,8,1
10,5c99312-bf63-4654-a73a-03c3c1cd50b6.csv,Eso-AdenoCA,9,1
11,7b56bf2-7a9d-4061-98d4-61fe2761578c.csv,Eso-AdenoCA,10,1
13,93a2f0a-4846-4c7c-b8b1-bb741c8d3275.csv,Eso-AdenoCA,2,1
14,b41746a-95c0-4875-afb5-c6d3d3ad30d9.csv,Eso-AdenoCA,3,1
15,e69c886-535b-4ff0-9236-abf6799acdbd.csv,Eso-AdenoCA,4,1
16,1f3ff14-7d74-447c-a5da-9ad8336c3f3f.csv,Eso-AdenoCA,5,1
17,3992441-4f34-42f2-ba87-6ddd227f2250.csv,Eso-AdenoCA,6,1
18,5dc84c1-476c-4d48-ae23-622bf6e043ac.csv,Eso-AdenoCA,7,1
19,5eb6ecf-9514-4416-94b1-02200c0a1571.csv,Eso-AdenoCA,8,1
20,6680797-36de-413d-b2a1-8804ac1705e9.csv,Eso-AdenoCA,9,1
21,71235d9-55b8-40a7-8cd6-baa7c2ad0493.csv,Eso-AdenoCA,10,1
23,a18aa52-b6e2-4d03-ad05-ef99d653f0e0.csv,Eso-AdenoCA,2,1
24,a551616-4840-4111-a8c5-b4aa773d82c2.csv,Eso-AdenoCA,3,1
25,b590d75-ccfb-4da8-a2e9-10fb07e02cea.csv,Eso-AdenoCA,4,1
26,bb4c27b-4d0d-4d13-b910-41a9ebf95880.csv,Eso-AdenoCA,5,1
27,da169e8-844a-4eee-b794-a2eb81db779a.csv,Eso-AdenoCA,6,1
28,e6a17f9-c249-41b6-ba49-55aaa39d21c5.csv,Eso-AdenoCA,7,1
29,2629ae0-9410-4fac-8df1-2c276467deb5.csv,Eso-AdenoCA,8,1
30,283773c-c04b-4f33-a398-f3566f6d293a.csv,Eso-AdenoCA,9,1
31,7874ff4-0b1c-4a31-9192-2a10e93ce9a1.csv,Eso-AdenoCA,10,1
33,26b3796-2cbd-4eec-8273-064b41456279.csv,Eso-AdenoCA,2,1
34,32bec86-b8d3-41a1-ba17-913a7d378f66.csv,Eso-AdenoCA,3,1
35,69393c8-e2fe-4580-a45b-81f1b1e01135.csv,Eso-AdenoCA,4,1
36,fd632ea-085e-4e9b-8dcc-ec94e492d3bf.csv,Eso-AdenoCA,5,1
37,0525b38-c34b-479b-86d3-013c7e567b8f.csv,Eso-AdenoCA,6,1
38,4623aaa-a274-4baa-8b71-958d9c8df733.csv,Eso-AdenoCA,7,1
39,495e68e-1434-45d3-a03d-f286447dda79.csv,Eso-AdenoCA,8,1
40,9c3c88c-d51e-4e03-b96b-ec4f1a0faa2d.csv,Eso-AdenoCA,9,1
41,a0d0c42-1884-4c6a-936a-678a822c0936.csv,Eso-AdenoCA,10,1
43,7c022d3-2f29-49d3-a1df-cc2e9407fd7f.csv,Eso-AdenoCA,2,1
44,866dfb2-46b3-42b4-905b-12f80593d6bd.csv,Eso-AdenoCA,3,1
45,a4f6014-f7a2-459b-bc43-df164e73cbba.csv,Eso-AdenoCA,4,1
46,adcea71-1aed-450c-b0ff-b9d9820c6153.csv,Eso-AdenoCA,5,1
47,c5c2293-3f40-4ae3-8346-6a327b2abf4d.csv,Eso-AdenoCA,6,1
48,d2da7ba-f57c-4083-9572-6fa98008083b.csv,Eso-AdenoCA,7,1
49,f94d650-41b9-4664-bcde-dc8533e4602d.csv,Eso-AdenoCA,8,1
50,e48aa43-6cd1-4aef-83ce-2451b1b86e8e.csv,Eso-AdenoCA,9,1
51,ff9b1b6-a498-47fe-a970-ab7cfb64e653.csv,Eso-AdenoCA,10,1
53,26a04de-ef57-4271-91db-e90de8aa8a1a.csv,Eso-AdenoCA,2,1
54,6a2896c-1e32-4827-a526-6b7104832f9a.csv,Eso-AdenoCA,3,1
55,749a9a5-cb7f-4038-a5f9-5e2d6b97c689.csv,Eso-AdenoCA,4,1
56,ae33a63-6b1a-43bf-9205-463c867bcbc4.csv,Eso-AdenoCA,5,1
57,ba6be6d-2032-444b-ab3c-dbee8023759d.csv,Eso-AdenoCA,6,1
58,bb9164e-ea1b-49ab-bbcc-f59cf8c32345.csv,Eso-AdenoCA,7,1
59,c00828e-e9ae-4b9c-959e-34837ee2b230.csv,Eso-AdenoCA,8,1
60,de495d1-55b2-4535-9b0a-a999df35977c.csv,Eso-AdenoCA,9,1
61,08c196e-4f96-4b16-94b4-aa6a0153ac50.csv,Eso-AdenoCA,10,1
63,284fe9d-9afd-4472-8d70-243ca9be5c2c.csv,Eso-AdenoCA,2,1
64,37a825c-d74e-46cc-92ef-b65016857b4a.csv,Eso-AdenoCA,3,1
65,92023de-5c97-4bf2-aa3c-0e768d7c5ece.csv,Eso-AdenoCA,4,1
66,be290ed-67c8-42bb-84f7-0d32a5f8f3db.csv,Eso-AdenoCA,5,1
67,d4aa4dc-bea4-4f4a-8b1b-8f361112f84f.csv,Eso-AdenoCA,6,1
68,02b4bba-6e66-44fb-a48f-38c309aaaac5.csv,Eso-AdenoCA,7,1
69,53dcb4d-f894-47b8-8a4e-17c7998d8120.csv,Eso-AdenoCA,8,1
70,757a040-3c9e-45e7-a045-9cd08db11d62.csv,Eso-AdenoCA,9,1
71,8f3137e-5e92-4a56-90d4-884a4ed2ef9c.csv,Eso-AdenoCA,10,1
73,a096d4f-5a6c-4c31-ae03-e7483cf58c38.csv,Eso-AdenoCA,2,1
74,b5bedd3-d8fc-4739-8e6b-9e37223f8be2.csv,Eso-AdenoCA,3,1
75,971ffa7-ce37-4138-b028-598a30478e25.csv,Eso-AdenoCA,4,1
76,9f91ded-3b04-4cd1-8ea6-bbc635a8a4f0.csv,Eso-AdenoCA,5,1
77,b381d49-4546-400c-af02-f877083caa0a.csv,Eso-AdenoCA,6,1
78,b753e6f-5ea3-4b58-9db3-7a62d15c8b2e.csv,Eso-AdenoCA,7,1
79,e799e7b-30e7-44a5-a185-3e50d5e059ef.csv,Eso-AdenoCA,8,1
80,1842491-29ff-4801-8c8a-4d619f749dd1.csv,Eso-AdenoCA,9,1
81,4cf11be-3bd7-403b-9722-91d8e8761e4d.csv,Eso-AdenoCA,10,1
83,a910f22-126e-41dc-be6b-47c8f69ad106.csv,Eso-AdenoCA,2,1
84,d7d623b-b9af-4147-9aa6-e09793691f10.csv,Eso-AdenoCA,3,1
85,e581588-be15-4bf4-95d1-aa5478b53ab6.csv,Eso-AdenoCA,4,1
86,ed8b673-53df-4038-a375-7cd0fd2a1b9f.csv,Eso-AdenoCA,5,1
87,fde4013-9062-42f5-a42b-626ef8334a41.csv,Eso-AdenoCA,6,1
88,7a0889c-dd8c-4230-9c63-384f1f6ee577.csv,Eso-AdenoCA,7,1
89,91ab7da-79a6-4ea0-bc24-7aacb39f7614.csv,Eso-AdenoCA,8,1
90,93b0979-65ef-4883-9b6e-39eb17966e66.csv,Eso-AdenoCA,9,1
91,b1531b0-8af1-4b2b-9192-644cb47101fc.csv,Eso-AdenoCA,10,1
93,0a33adc-ea90-46ef-a24a-a8d7e4e15db3.csv,Eso-AdenoCA,2,1
94,2e639cc-c30c-459f-8afc-7ace7d0209c5.csv,Eso-AdenoCA,3,1
95,37de4fa-52f6-4fe4-a3fa-41803032c93f.csv,Eso-AdenoCA,4,1
96,48c3c82-bebe-4b8e-909e-e1a51a7142ec.csv,Eso-AdenoCA,5,1
97,ab0be4b-c84a-45cd-a76f-44d9a8bf1846.csv,Eso-AdenoCA,6,1
0,2c6a893-49c5-49d1-8eb1-195021e70d52.csv,Head-SCC,7,1
1,8227616-02a5-46e8-9db1-f2d1d691ab23.csv,Head-SCC,8,1
